peakN	Chr	Start	End	Strand	Length	Arm_P14_Day30_H3K9me3_Rep1_S3	Arm_P14_Day30_H3K9me3_Rep2_S4	Arm_P14_Day30_H3K9me3_Rep3_S1	Arm_P14_Day30_H3K9me3_Rep4_S2
peak9462	chr7	35736893	35741388	.	4496	18.38	27.08	20.8	21.88
peak9463	chr7	35867010	35877269	.	10260	87	75	88.09	93.3
peak9464	chr7	35881164	35899987	.	18824	134.79	118.75	148.05	130.15
peak9465	chr7	35910779	36690107	.	779329	13390.51	13450.34	13518.76	13689.12
peak9466	chr7	36699929	36707662	.	7734	18.38	30.21	35.48	35.71
peak9467	chr7	36708812	37356554	.	647743	13239.79	13508.68	13245.91	13344.74
peak9468	chr7	37363046	37371864	.	8819	37.99	31.25	41.6	33.4
peak9469	chr7	37377731	37759742	.	382012	4248.25	4269.9	4396.14	4113.07
peak9470	chr7	37780034	37836556	.	56523	449.7	453.14	431.91	456.11
peak9471	chr7	37849202	37854936	.	5735	34.31	39.58	28.14	42.62
peak9472	chr7	37884950	37891420	.	6471	11.03	26.04	24.47	25.34
peak9473	chr7	37892253	37895660	.	3408	20.83	31.25	22.02	17.28
peak9474	chr7	37897724	37902173	.	4450	26.96	25	20.8	21.88
peak9475	chr7	37911575	37917397	.	5823	22.06	20.83	28.14	20.73
peak9476	chr7	37922476	37925090	.	2615	29.41	21.88	23.25	19.58
peak9477	chr7	37948518	37951643	.	3126	66.17	64.58	41.6	57.59
peak9478	chr7	38198803	38205314	.	6512	20.83	17.71	24.47	32.25
peak9479	chr7	38272893	38630373	.	357481	6263.93	6048.07	6192.27	6414.37
peak9480	chr7	38680284	39000738	.	320455	5060.65	5229.3	5140.04	5353.56
peak9481	chr7	39101027	39444677	.	343651	5283.66	5317.84	5300.32	5298.27
peak9482	chr7	39458170	39481596	.	23427	436.22	441.68	393.98	416.95
peak9483	chr7	39494056	39501603	.	7548	243.84	218.76	222.68	228.06
peak9484	chr7	39508696	39514351	.	5656	67.39	67.71	84.42	78.32
peak9485	chr7	39533162	39539858	.	6697	99.25	120.84	78.31	87.54
peak9486	chr7	39564442	39570780	.	6339	110.28	119.79	113.79	114.03
peak9487	chr7	39574309	39579407	.	5099	26.96	29.17	30.59	25.34
peak9488	chr7	39596418	40897861	.	1301444	21579.45	21622.43	21652.77	22167.51
peak9489	chr7	40899916	41361075	.	461160	6632.76	6482.46	6805.26	6758.75
peak9490	chr7	41363081	41386332	.	23252	678.84	684.39	649.69	643.86
peak9491	chr7	41406545	41455243	.	48699	404.36	427.09	411.11	406.58
peak9492	chr7	41458305	41494144	.	35840	1664.01	1625.04	1572.23	1537.65
peak9493	chr7	41517361	41558359	.	40999	1042.76	1009.4	933.55	915.68
peak9494	chr7	41562875	41578052	.	15178	71.07	66.67	81.98	69.11
peak9495	chr7	41581961	41589963	.	8003	47.79	42.71	39.15	41.46
peak9496	chr7	41645673	42476381	.	830709	14123.26	14045.15	13921.3	13693.73
peak9497	chr7	42512472	42590652	.	78181	1722.83	1729.21	1626.07	1721.94
peak9498	chr7	42601458	42642148	.	40691	1142.02	1161.49	1123.2	1101.12
peak9499	chr7	42643796	42692886	.	49091	977.82	978.15	906.63	912.22
peak9500	chr7	42697952	43207709	.	509758	12765.58	13549.31	12586.43	13074.06
peak9501	chr7	43215354	43271279	.	55926	646.98	609.39	627.67	628.88
peak9503	chr7	43724174	43726196	.	2023	12.25	14.58	18.35	12.67
peak9504	chr7	43904485	43908760	.	4276	33.08	27.08	22.02	24.19
peak9505	chr7	44019782	44030214	.	10433	74.75	92.71	68.52	77.17
peak9506	chr7	44037812	44039826	.	2015	6.13	6.25	9.79	3.46
peak9507	chr7	44062487	44070901	.	8415	52.69	53.13	64.85	64.5
peak9508	chr7	44080522	44090974	.	10453	94.35	108.34	123.58	100.21
peak9509	chr7	44126761	44128715	.	1955	15.93	7.29	14.68	11.52
peak9510	chr7	44144089	44150580	.	6492	77.2	80.21	80.75	59.89
peak9511	chr7	44152419	44171921	.	19503	140.91	143.75	159.06	156.64
peak9514	chr7	44617246	44620849	.	3604	9.8	16.67	17.13	11.52
peak9515	chr7	44704357	44710026	.	5670	34.31	28.13	35.48	29.95
peak9516	chr7	44726543	44729398	.	2856	20.83	17.71	18.35	27.64
peak9517	chr7	44734974	44738569	.	3596	11.03	12.5	13.46	12.67
peak9519	chr7	44791934	44803042	.	11109	101.7	108.34	88.09	87.54
peak9520	chr7	44934442	44938140	.	3699	44.11	45.83	33.04	54.13
peak9521	chr7	45323724	45326179	.	2456	15.93	17.71	22.02	14.97
peak9522	chr7	45510399	45515072	.	4674	15.93	13.54	15.91	10.37
peak9524	chr7	45657495	45659225	.	1731	28.18	17.71	17.13	8.06
peak9526	chr7	45922916	45927986	.	5071	29.41	39.58	41.6	26.49
peak9527	chr7	45931136	45932714	.	1579	12.25	18.75	17.13	20.73
peak9528	chr7	46088588	46089441	.	854	8.58	7.29	6.12	6.91
peak9529	chr7	46563900	46567932	.	4033	36.76	22.92	26.92	23.04
peak9530	chr7	47175032	47184045	.	9014	55.14	69.79	57.51	51.83
peak9531	chr7	47184902	47188724	.	3823	44.11	35.42	41.6	36.86
peak9532	chr7	47197085	47200321	.	3237	22.06	27.08	30.59	12.67
peak9533	chr7	47220842	47227920	.	7079	60.04	54.17	64.85	77.17
peak9534	chr7	47256779	47267272	.	10494	94.35	89.59	128.47	109.42
peak9535	chr7	47274560	47300681	.	26122	373.73	351.05	346.26	294.86
peak9536	chr7	47318295	47334165	.	15871	123.76	121.88	123.58	118.64
peak9537	chr7	47357947	47376996	.	19050	211.98	201.05	195.76	217.69
peak9538	chr7	47378044	47391985	.	13942	129.89	109.38	121.13	132.46
peak9539	chr7	47401471	47407251	.	5781	45.34	50	58.73	51.83
peak9540	chr7	47410345	47419025	.	8681	98.03	109.38	77.08	80.63
peak9541	chr7	47422273	47425557	.	3285	22.06	29.17	24.47	16.13
peak9542	chr7	47428325	47463257	.	34933	247.52	262.51	278.96	259.15
peak9543	chr7	47465969	47490437	.	24469	215.66	203.13	214.12	229.21
peak9544	chr7	47495488	47530050	.	34563	318.59	348.97	297.32	315.59
peak9545	chr7	47535801	48112968	.	577168	7216.02	7131.43	7080.56	7082.41
peak9546	chr7	48122434	48139184	.	16751	180.12	176.05	165.18	150.89
peak9547	chr7	48142204	48653907	.	511704	7053.05	7047.06	7190.67	7280.52
peak9548	chr7	48655502	48682710	.	27209	137.24	120.84	126.02	120.94
peak9549	chr7	48686147	48689562	.	3416	3.68	20.83	11.01	18.43
peak9550	chr7	48692466	48704533	.	12068	112.73	93.75	104	103.66
peak9551	chr7	48710564	48716738	.	6175	60.04	54.17	58.73	43.77
peak9552	chr7	48730817	48749714	.	18898	219.34	250.01	231.25	240.73
peak9554	chr7	49712586	49716695	.	4110	33.08	37.5	35.48	36.86
peak9555	chr7	49992351	51612809	.	1620459	27485.58	27171.53	26681.47	27321.81
peak9556	chr7	51639012	51790704	.	151693	301.43	290.63	327.91	310.99
peak9557	chr7	51793996	51812352	.	18357	148.27	163.55	163.95	146.28
peak9558	chr7	51842038	51843994	.	1957	24.51	29.17	22.02	18.43
peak9559	chr7	51909451	51910966	.	1516	9.8	15.63	14.68	11.52
peak9560	chr7	52019840	52034345	.	14506	23.28	31.25	28.14	23.04
peak9561	chr7	52044130	55510454	.	3466325	60568.51	59977.58	60038.51	60646.79
peak9562	chr7	55511375	55703208	.	191834	2709.22	2747.99	2744.37	2750.49
peak9563	chr7	55725035	55735874	.	10840	28.18	33.33	33.04	19.58
peak9564	chr7	55748115	55749259	.	1145	8.58	7.29	4.89	4.61
peak9565	chr7	55946109	55954712	.	8604	165.42	186.46	172.52	184.29
peak9566	chr7	55973660	55975128	.	1469	8.58	15.63	13.46	11.52
peak9567	chr7	56031407	56037432	.	6026	80.87	81.25	80.75	89.84
peak9568	chr7	56072768	56081182	.	8415	101.7	83.34	67.29	90.99
peak9569	chr7	56250360	56252042	.	1683	7.35	7.29	3.67	4.61
peak9570	chr7	56264919	57585552	.	1320634	20612.65	20576.57	20390.09	20886.71
peak9571	chr7	57592821	58136558	.	543738	4329.12	4066.77	4377.78	4177.57
peak9572	chr7	58160902	58177869	.	16968	175.22	175	179.86	155.49
peak9573	chr7	58190739	58192827	.	2089	12.25	16.67	22.02	10.37
peak9574	chr7	58235190	58241696	.	6507	88.22	87.5	63.62	92.14
peak9575	chr7	58274840	58281553	.	6714	83.32	101.04	80.75	86.38
peak9576	chr7	58289129	58294628	.	5500	57.59	65.63	53.84	57.59
peak9578	chr7	58421842	58430770	.	8929	107.83	107.29	80.75	86.38
peak9579	chr7	58445152	58454325	.	9174	46.56	55.21	48.94	48.38
peak9580	chr7	58519759	58530936	.	11178	58.82	80.21	101.55	76.02
peak9581	chr7	58533248	58541236	.	7989	64.94	61.46	57.51	52.98
peak9582	chr7	58589229	58595100	.	5872	88.22	73.96	75.86	86.38
peak9583	chr7	58602466	58603867	.	1402	18.38	10.42	18.35	8.06
peak9584	chr7	58651705	58653261	.	1557	20.83	20.83	22.02	18.43
peak9585	chr7	58847942	58856533	.	8592	89.45	72.92	70.96	92.14
peak9586	chr7	58880894	58892702	.	11809	100.48	98.96	92.99	96.75
peak9587	chr7	58893550	58914398	.	20849	133.56	144.8	130.92	147.43
peak9588	chr7	58916788	58924318	.	7531	22.06	11.46	18.35	21.88
peak9589	chr7	58927502	58952911	.	25410	203.41	213.55	217.79	165.86
peak9590	chr7	58955767	59026025	.	70259	246.29	186.46	253.27	229.21
peak9591	chr7	59027171	59071946	.	44776	634.73	567.72	653.36	572.44
peak9592	chr7	59083811	59175846	.	92036	604.09	588.56	594.63	585.11
peak9593	chr7	59195390	59214020	.	18631	218.11	185.42	189.65	201.56
peak9594	chr7	59294681	59300034	.	5354	82.1	73.96	55.06	61.05
peak9595	chr7	59336777	59807335	.	470559	14652.6	14910.8	14294.48	14927.31
peak9596	chr7	59857253	60384690	.	527438	10055.13	10197.14	10065.96	10320.11
peak9597	chr7	60387263	60485108	.	97846	1159.17	1138.57	1162.35	1137.98
peak9598	chr7	60491197	60532174	.	40978	493.81	486.47	543.25	537.89
peak9599	chr7	60533090	60616150	.	83061	1197.16	1236.49	1279.81	1276.19
peak9600	chr7	60619372	62393542	.	1774171	31861.27	31704.98	31333.33	31733.2
peak9601	chr7	62404174	62411129	.	6956	45.34	41.67	50.16	42.62
peak9602	chr7	62412040	62620516	.	208477	3704.2	3711.55	3785.6	3684.6
peak9603	chr7	62624820	63209784	.	584965	11409.13	11712.8	11099.84	11397.05
peak9604	chr7	63214162	63320358	.	106197	1520.65	1529.21	1546.54	1612.52
peak9605	chr7	63323038	63444020	.	120983	1559.86	1610.46	1659.1	1597.54
peak9606	chr7	63447795	63551645	.	103851	1089.33	996.9	1088.94	1002.06
peak9607	chr7	63555713	63578261	.	22549	202.18	176.05	205.55	164.71
peak9608	chr7	63591127	63603520	.	12394	85.77	100	95.44	90.99
peak9609	chr7	63617181	63625509	.	8329	45.34	52.08	66.07	46.07
peak9610	chr7	63635711	63636948	.	1238	9.8	6.25	8.56	12.67
peak9611	chr7	63688891	63694825	.	5935	39.21	43.75	48.94	57.59
peak9612	chr7	63702658	63711012	.	8355	78.42	89.59	70.96	97.9
peak9613	chr7	63782942	63786171	.	3230	15.93	19.79	13.46	19.58
peak9614	chr7	63803744	63810904	.	7161	140.91	140.63	140.71	154.34
peak9615	chr7	63836418	63845875	.	9458	93.13	126.04	118.68	111.72
peak9616	chr7	64073329	64091545	.	18217	274.48	214.59	275.29	260.31
peak9617	chr7	64104231	64105380	.	1150	9.8	11.46	18.35	12.67
peak9618	chr7	64108393	64124344	.	15952	122.53	114.59	130.92	124.39
peak9619	chr7	64259008	64264782	.	5775	46.56	45.83	47.72	44.92
peak9620	chr7	64416128	64419508	.	3381	7.35	12.5	11.01	11.52
peak9621	chr7	64465692	64499326	.	33635	1138.34	1175.03	1271.25	1094.21
peak9622	chr7	64505175	64739676	.	234502	3668.67	3756.35	3603.29	3500.32
peak9623	chr7	64741653	64835900	.	94248	1012.13	1016.69	1060.8	983.64
peak9624	chr7	64842092	64845679	.	3588	14.7	18.75	20.8	20.73
peak9625	chr7	64906273	64915726	.	9454	67.39	54.17	45.27	50.68
peak9626	chr7	64917499	64923642	.	6144	50.24	54.17	44.05	38.01
peak9627	chr7	64924439	65153880	.	229442	2880.77	3005.29	2985.41	2836.88
peak9628	chr7	65159940	65295294	.	135355	2092.88	2080.26	2021.27	1992.61
peak9629	chr7	65441284	65456208	.	14925	124.98	135.42	117.46	143.97
peak9630	chr7	65459244	65463287	.	4044	26.96	25	14.68	27.64
peak9631	chr7	65474465	65488704	.	14240	106.6	89.59	74.64	84.08
peak9632	chr7	65492177	65506298	.	14122	95.58	97.92	101.55	88.69
peak9633	chr7	65560516	65567341	.	6826	62.49	51.04	68.52	56.44
peak9634	chr7	65602615	65605713	.	3099	45.34	33.33	22.02	38.01
peak9635	chr7	65719997	65726144	.	6148	87	78.13	73.41	73.72
peak9636	chr7	65814443	65818177	.	3735	30.63	60.42	52.61	49.53
peak9637	chr7	65839789	65847000	.	7212	85.77	80.21	81.98	80.63
peak9638	chr7	65997593	66000396	.	2804	15.93	9.38	9.79	11.52
peak9639	chr7	66052150	66053632	.	1483	15.93	11.46	14.68	12.67
peak9640	chr7	66204843	66208657	.	3815	37.99	39.58	46.49	48.38
peak9641	chr7	66236809	66241304	.	4496	28.18	9.38	17.13	19.58
peak9642	chr7	66326099	66327629	.	1531	11.03	15.63	17.13	16.13
peak9643	chr7	66359902	66364191	.	4290	71.07	66.67	64.85	52.98
peak9644	chr7	66507544	66513352	.	5809	30.63	35.42	20.8	27.64
peak9645	chr7	66535703	66542012	.	6310	74.75	80.21	66.07	88.69
peak9646	chr7	66588060	66589902	.	1843	23.28	22.92	11.01	16.13
peak9647	chr7	66942922	66948375	.	5454	35.53	50	61.18	48.38
peak9648	chr7	66989932	66993929	.	3998	34.31	29.17	26.92	27.64
peak9649	chr7	67005408	67009561	.	4154	24.51	16.67	20.8	19.58
peak9650	chr7	67154961	67161731	.	6771	107.83	104.17	115.01	122.09
peak9651	chr7	67274491	67280335	.	5845	91.9	103.13	83.2	97.9
peak9652	chr7	67296800	67303890	.	7091	50.24	63.54	57.51	67.96
peak9653	chr7	67329188	67334662	.	5475	77.2	77.09	75.86	55.29
peak9654	chr7	67404334	67405965	.	1632	8.58	4.17	11.01	6.91
peak9655	chr7	67415439	67417366	.	1928	14.7	23.96	22.02	17.28
peak9657	chr7	67810978	67812509	.	1532	14.7	11.46	17.13	16.13
peak9658	chr7	67837974	67839671	.	1698	12.25	9.38	7.34	11.52
peak9659	chr7	68163300	68164640	.	1341	11.03	3.13	6.12	5.76
peak9660	chr7	68247420	68250525	.	3106	18.38	19.79	18.35	18.43
peak9662	chr7	68504329	68505974	.	1646	6.13	8.33	2.45	6.91
peak9663	chr7	68534879	68538721	.	3843	41.66	43.75	51.39	39.16
peak9664	chr7	68545325	68549178	.	3854	20.83	31.25	31.81	21.88
peak9665	chr7	68602119	68607291	.	5173	36.76	30.21	36.71	32.25
peak9666	chr7	68613284	68651552	.	38269	294.08	318.76	331.58	319.05
peak9667	chr7	68654264	68818832	.	164569	1563.53	1452.12	1612.61	1505.4
peak9668	chr7	68827138	70279941	.	1452804	29422.84	29611.18	29080.81	29464.15
peak9669	chr7	70289626	70319470	.	29845	287.95	280.22	334.02	342.08
peak9670	chr7	70376584	71862460	.	1485877	27445.14	28351.77	28113	27926.5
peak9671	chr7	71868400	71942825	.	74426	474.21	478.14	457.6	507.94
peak9672	chr7	71944853	71953887	.	9035	50.24	52.08	55.06	40.31
peak9673	chr7	71967266	72001486	.	34221	268.35	281.26	305.88	281.04
peak9674	chr7	72003848	72018605	.	14758	41.66	53.13	47.72	41.46
peak9675	chr7	72042830	72046424	.	3595	11.03	10.42	9.79	8.06
peak9677	chr7	72123007	72125464	.	2458	26.96	22.92	28.14	25.34
peak9678	chr7	72315270	72319164	.	3895	19.61	26.04	17.13	28.79
peak9679	chr7	72332952	72338815	.	5864	107.83	75	63.62	70.26
peak9680	chr7	72382559	72386280	.	3722	29.41	35.42	25.69	27.64
peak9681	chr7	72454564	72459061	.	4498	47.79	51.04	53.84	47.22
peak9682	chr7	72468695	72473485	.	4791	9.8	11.46	11.01	14.97
peak9683	chr7	72477292	72494251	.	16960	118.86	114.59	100.33	114.03
peak9684	chr7	72499296	72503449	.	4154	13.48	11.46	13.46	16.13
peak9685	chr7	72508587	72514700	.	6114	23.28	18.75	30.59	33.4
peak9686	chr7	72515699	72531655	.	15957	129.89	166.67	167.62	161.25
peak9687	chr7	72533586	73220618	.	687033	11379.72	11558.63	11290.72	11549.08
peak9688	chr7	73221962	73288482	.	66521	740.1	765.64	765.93	706.05
peak9689	chr7	73671734	73679669	.	7936	71.07	76.04	75.86	99.05
peak9690	chr7	73860076	73866956	.	6881	29.41	47.92	52.61	55.29
peak9691	chr7	73874074	73881474	.	7401	63.72	55.21	59.95	67.96
peak9692	chr7	73889325	73897989	.	8665	77.2	53.13	40.38	46.07
peak9693	chr7	73901270	73908789	.	7520	66.17	77.09	55.06	66.8
peak9694	chr7	73913411	73924111	.	10701	80.87	81.25	75.86	97.9
peak9695	chr7	73928580	73950037	.	21458	156.84	142.71	187.2	170.47
peak9696	chr7	73955097	73968244	.	13148	72.3	83.34	97.88	77.17
peak9697	chr7	73974685	73985031	.	10347	41.66	71.88	69.74	62.2
peak9698	chr7	73988606	73996203	.	7598	53.91	39.58	44.05	43.77
peak9699	chr7	74047872	74055055	.	7184	46.56	37.5	30.59	49.53
peak9700	chr7	74058708	74096595	.	37888	314.91	317.72	320.56	347.84
peak9701	chr7	74097261	74101154	.	3894	17.15	19.79	35.48	31.1
peak9702	chr7	74119310	74122866	.	3557	22.06	23.96	15.91	18.43
peak9703	chr7	74126963	74136872	.	9910	39.21	42.71	69.74	49.53
peak9704	chr7	74142375	74147942	.	5568	30.63	47.92	36.71	23.04
peak9705	chr7	74152491	74168555	.	16065	80.87	86.46	112.56	94.45
peak9706	chr7	74180664	74185493	.	4830	20.83	20.83	25.69	24.19
peak9707	chr7	74228912	74235523	.	6612	72.3	75	67.29	84.08
peak9708	chr7	74332989	74336172	.	3184	26.96	22.92	26.92	19.58
peak9709	chr7	74429698	74432662	.	2965	49.01	58.33	69.74	65.65
peak9710	chr7	74495714	74499165	.	3452	52.69	44.79	48.94	38.01
peak9711	chr7	74514707	74515893	.	1187	14.7	21.88	22.02	20.73
peak9713	chr7	74601470	74607462	.	5993	79.65	73.96	85.65	88.69
peak9714	chr7	74737878	74746864	.	8987	107.83	98.96	95.44	96.75
peak9716	chr7	74800164	74809306	.	9143	87	84.38	107.67	86.38
peak9717	chr7	74828559	74836022	.	7464	64.94	42.71	45.27	50.68
peak9718	chr7	74850705	74853201	.	2497	13.48	21.88	14.68	17.28
peak9719	chr7	74893643	74898937	.	5295	52.69	58.33	69.74	61.05
peak9720	chr7	74955618	74961710	.	6093	85.77	91.67	66.07	76.02
peak9721	chr7	75003181	75007585	.	4405	58.82	43.75	57.51	50.68
peak9722	chr7	75067139	75069417	.	2279	13.48	8.33	11.01	10.37
peak9723	chr7	75160480	75166266	.	5787	41.66	51.04	45.27	51.83
peak9724	chr7	75180918	75189053	.	8136	63.72	72.92	68.52	85.23
peak9725	chr7	75372041	75375850	.	3810	31.86	41.67	28.14	36.86
peak9726	chr7	75442289	75443831	.	1543	20.83	17.71	19.58	17.28
peak9728	chr7	75541705	75547736	.	6032	82.1	84.38	69.74	71.41
peak9729	chr7	75624716	75627439	.	2724	41.66	34.38	26.92	24.19
peak9730	chr7	75635985	75637796	.	1812	20.83	19.79	13.46	25.34
peak9731	chr7	75755715	75757511	.	1797	20.83	13.54	14.68	17.28
peak9732	chr7	75795001	75799021	.	4021	11.03	23.96	14.68	18.43
peak9733	chr7	75810644	75817651	.	7008	137.24	145.84	137.04	146.28
peak9734	chr7	75944903	75950708	.	5806	64.94	65.63	80.75	72.56
peak9735	chr7	75971835	75979776	.	7942	99.25	92.71	73.41	70.26
peak9736	chr7	75989477	75995044	.	5568	69.84	59.38	73.41	76.02
peak9737	chr7	76010504	76024818	.	14315	148.27	169.8	160.28	170.47
peak9738	chr7	76041161	76043976	.	2816	26.96	26.04	24.47	31.1
peak9739	chr7	76065299	76079380	.	14082	166.65	157.3	141.93	158.95
peak9740	chr7	76102170	76107239	.	5070	39.21	47.92	36.71	51.83
peak9741	chr7	76111284	76117916	.	6633	82.1	87.5	94.21	71.41
peak9743	chr7	76195492	76202203	.	6712	106.6	84.38	88.09	88.69
peak9744	chr7	76239233	76253085	.	13853	112.73	122.92	123.58	119.79
peak9745	chr7	76258754	76269307	.	10554	57.59	57.29	59.95	73.72
peak9746	chr7	76316163	76322643	.	6481	45.34	35.42	46.49	49.53
peak9747	chr7	76326343	76340444	.	14102	151.94	140.63	130.92	154.34
peak9748	chr7	76370011	76372992	.	2982	28.18	13.54	22.02	24.19
peak9749	chr7	76417128	76423844	.	6717	55.14	40.63	51.39	58.74
peak9750	chr7	76427643	76451398	.	23756	149.49	156.25	151.72	162.4
peak9751	chr7	76455331	76464714	.	9384	73.52	68.75	72.19	90.99
peak9752	chr7	76465148	76940893	.	475746	5474.81	5565.77	5593.97	5512.51
peak9753	chr7	76947736	76964658	.	16923	111.51	108.34	117.46	102.51
peak9754	chr7	76968571	78285517	.	1316947	16556.78	16546.26	17086.57	16824.32
peak9755	chr7	78285882	78336210	.	50329	332.07	345.84	370.73	368.58
peak9756	chr7	78338124	78356547	.	18424	111.51	117.71	156.61	124.39
peak9757	chr7	78357718	78365261	.	7544	35.53	60.42	55.06	40.31
peak9758	chr7	78368509	78373699	.	5191	34.31	37.5	33.04	40.31
peak9759	chr7	78393850	78398352	.	4503	19.61	17.71	25.69	29.95
peak9760	chr7	78401061	78404198	.	3138	18.38	28.13	35.48	19.58
peak9761	chr7	78411262	78423127	.	11866	96.8	116.67	85.65	108.27
peak9762	chr7	78899132	78900961	.	1830	8.58	25	9.79	14.97
peak9763	chr7	79180067	79182752	.	2686	24.51	23.96	23.25	31.1
peak9764	chr7	79215077	79217879	.	2803	55.14	48.96	50.16	42.62
peak9766	chr7	79337124	79344780	.	7657	100.48	112.5	123.58	120.94
peak9767	chr7	79422762	79424136	.	1375	6.13	9.38	15.91	10.37
peak9769	chr7	80133557	80138321	.	4765	56.37	42.71	42.82	34.55
peak9773	chr7	80974130	80976794	.	2665	15.93	14.58	20.8	16.13
peak9776	chr7	81146503	81149512	.	3010	34.31	48.96	26.92	35.71
peak9777	chr7	81173015	81174799	.	1785	19.61	10.42	24.47	13.82
peak9778	chr7	81183549	81186084	.	2536	28.18	16.67	35.48	18.43
peak9780	chr7	81405758	81416075	.	10318	77.2	95.84	79.53	71.41
peak9781	chr7	81532710	81534569	.	1860	29.41	31.25	28.14	29.95
peak9782	chr7	81585260	81588692	.	3433	90.68	70.84	80.75	78.32
peak9784	chr7	81633489	81636214	.	2726	28.18	32.29	22.02	39.16
peak9785	chr7	81754772	81760645	.	5874	49.01	54.17	44.05	35.71
peak9786	chr7	81779630	81781897	.	2268	40.44	32.29	39.15	44.92
peak9787	chr7	81820313	81821677	.	1365	7.35	9.38	22.02	11.52
peak9788	chr7	81835289	81837367	.	2079	25.73	22.92	33.04	25.34
peak9791	chr7	82133717	82139435	.	5719	7.35	13.54	15.91	6.91
peak9792	chr7	82148543	82172711	.	24169	312.46	304.17	315.67	329.41
peak9793	chr7	82214252	82220100	.	5849	88.22	69.79	94.21	76.02
peak9794	chr7	82468010	82474113	.	6104	90.68	106.25	92.99	95.6
peak9795	chr7	82559468	82562748	.	3281	7.35	9.38	8.56	13.82
peak9796	chr7	82626531	82627939	.	1409	13.48	11.46	9.79	6.91
peak9797	chr7	82737269	82741800	.	4532	66.17	67.71	78.31	58.74
peak9798	chr7	82955990	82960770	.	4781	19.61	21.88	31.81	19.58
peak9799	chr7	82978300	82985869	.	7570	51.46	44.79	58.73	46.07
peak9800	chr7	83134413	83136963	.	2551	14.7	16.67	22.02	26.49
peak9801	chr7	83166396	83172041	.	5646	42.89	54.17	55.06	56.44
peak9802	chr7	83180030	83187755	.	7726	82.1	89.59	111.34	87.54
peak9803	chr7	83227481	83229742	.	2262	11.03	9.38	9.79	6.91
peak9804	chr7	83266310	83273266	.	6957	156.84	137.5	138.26	118.64
peak9805	chr7	83281193	83282766	.	1574	14.7	18.75	15.91	14.97
peak9806	chr7	83324384	83327475	.	3092	15.93	16.67	14.68	23.04
peak9807	chr7	83333167	83338413	.	5247	44.11	32.29	41.6	41.46
peak9808	chr7	83350373	83356094	.	5722	23.28	25	29.36	27.64
peak9809	chr7	83404554	83428485	.	23932	170.32	160.42	182.31	170.47
peak9810	chr7	83493298	83494882	.	1585	17.15	12.5	15.91	23.04
peak9811	chr7	83579399	83583264	.	3866	12.25	17.71	15.91	12.67
peak9812	chr7	83656552	83660496	.	3945	14.7	12.5	18.35	18.43
peak9813	chr7	83689730	83694746	.	5017	40.44	55.21	51.39	50.68
peak9814	chr7	83754756	83758624	.	3869	12.25	13.54	12.24	9.21
peak9815	chr7	83783463	83789358	.	5896	67.39	78.13	68.52	74.87
peak9816	chr7	83923722	83928842	.	5121	93.13	97.92	102.78	116.33
peak9817	chr7	84223676	84225283	.	1608	18.38	22.92	12.24	17.28
peak9820	chr7	84467919	84480615	.	12697	95.58	111.46	126.02	108.27
peak9821	chr7	84489302	84498490	.	9189	49.01	60.42	64.85	57.59
peak9822	chr7	84515911	84520343	.	4433	18.38	17.71	12.24	13.82
peak9823	chr7	84568588	84574116	.	5529	75.97	86.46	72.19	65.65
peak9824	chr7	84624474	84630659	.	6186	83.32	106.25	101.55	92.14
peak9825	chr7	84713405	84720217	.	6813	90.68	101.04	83.2	96.75
peak9826	chr7	84790606	84794817	.	4212	41.66	54.17	48.94	61.05
peak9827	chr7	84815673	84883907	.	68235	627.37	630.22	665.6	612.76
peak9828	chr7	84885455	85178184	.	292730	5256.7	5233.47	5097.22	5266.02
peak9829	chr7	85181591	86676082	.	1494492	33341.48	33789.41	32609.46	33345.72
peak9830	chr7	86676686	87109592	.	432907	9405.7	9313.78	8959.89	9342.24
peak9831	chr7	87116027	88024136	.	908110	14695.49	14722.25	14487.79	14821.34
peak9832	chr7	88028166	88035225	.	7060	40.44	43.75	36.71	33.4
peak9833	chr7	88058691	88066834	.	8144	47.79	69.79	74.64	72.56
peak9835	chr7	88098841	88103735	.	4895	41.66	33.33	45.27	44.92
peak9836	chr7	88167628	88172960	.	5333	44.11	51.04	55.06	59.89
peak9838	chr7	88189286	88194309	.	5024	37.99	37.5	37.93	38.01
peak9839	chr7	88206459	88211201	.	4743	19.61	23.96	23.25	39.16
peak9840	chr7	88251942	88254377	.	2436	28.18	22.92	22.02	32.25
peak9841	chr7	88371401	88377095	.	5695	77.2	82.29	72.19	74.87
peak9842	chr7	88404221	88421142	.	16922	124.98	158.34	119.91	125.55
peak9843	chr7	88512841	88518552	.	5712	34.31	31.25	47.72	38.01
peak9844	chr7	88564048	88573846	.	9799	77.2	45.83	62.4	63.35
peak9846	chr7	88595117	88621514	.	26398	238.94	228.13	174.96	217.69
peak9847	chr7	88623176	89032284	.	409109	5712.53	5692.85	5833.78	5773.97
peak9848	chr7	89032983	89052578	.	19596	117.63	125	157.84	120.94
peak9850	chr7	89271838	89277652	.	5815	79.65	60.42	69.74	48.38
peak9851	chr7	89291240	89295937	.	4698	49.01	51.04	46.49	39.16
peak9852	chr7	89311440	89313076	.	1637	14.7	22.92	8.56	17.28
peak9853	chr7	89374198	89380488	.	6291	51.46	80.21	48.94	69.11
peak9854	chr7	89486380	89494985	.	8606	44.11	48.96	46.49	35.71
