peakN	Chr	Start	End	Strand	Length	Naive_P14_Day30_H3K9me3_Rep1_S1	Naive_P14_Day30_H3K9me3_Rep2_S2	Naive_P14_Day30_H3K9me3_Rep3_S1	Naive_P14_Day30_H3K9me3_Rep4_S2	Naive_P14_Day32_H3K9me3_Rep1_S5	Naive_P14_Day32_H3K9me3_Rep2_S6	Naive_P14_Day32_H3K9me3_Rep3_S7	Naive_P14_Day32_H3K9me3_Rep4_S8
peak14153	chr11	5746556	5753878	.	7323	60.64	66.76	77.5	85.57	69.66	63.04	80.88	68.28
peak14154	chr11	5806104	5809153	.	3050	23.91	24.03	23.66	19.49	18.09	22.76	13.05	19.28
peak14155	chr11	5816685	5821466	.	4782	28.18	33.83	38.34	27.96	37.09	29.77	29.57	35.35
peak14156	chr11	5837571	5847700	.	10130	56.37	76.55	73.42	72.86	91.38	73.54	78.27	77.92
peak14157	chr11	5857874	5859575	.	1702	13.66	16.02	14.68	14.4	11.76	11.38	13.05	14.46
peak14158	chr11	5927455	5933281	.	5827	90.53	84.56	107.68	86.42	104.95	91.06	99.15	106.04
peak14159	chr11	5936268	5938419	.	2152	13.66	13.35	12.24	22.87	22.62	10.51	14.79	17.67
peak14160	chr11	6006917	6010937	.	4021	16.23	20.47	9.79	18.64	19	28.02	18.26	16.07
peak14161	chr11	6039559	6041217	.	1659	29.04	40.95	30.18	38.12	28.95	40.27	34.79	28.12
peak14162	chr11	6141609	6148324	.	6716	106.76	109.49	97.08	96.58	114	98.06	106.1	110.86
peak14163	chr11	6203182	6209703	.	6522	23.91	22.25	20.39	24.57	21.71	28.02	17.39	26.51
peak14164	chr11	6233200	6244262	.	11063	170.81	169.13	194.97	194.86	220.76	213.63	204.38	204.04
peak14165	chr11	6279561	6281750	.	2190	36.72	25.81	32.63	32.19	35.28	50.78	30.44	37.76
peak14166	chr11	6287499	6291918	.	4420	10.25	18.69	13.87	18.64	28.95	10.51	16.52	19.28
peak14168	chr11	6449073	6450978	.	1906	17.93	13.35	22.84	11.86	16.29	21.01	15.65	8.84
peak14170	chr11	6531770	6535790	.	4021	59.78	40.95	39.16	58.46	48.86	59.54	60.01	57.04
peak14171	chr11	6681400	6684326	.	2927	5.12	8.9	10.6	9.32	9.95	7.88	4.35	9.64
peak14172	chr11	6707806	6709771	.	1966	13.66	14.24	16.32	20.33	19	28.89	20	24.9
peak14173	chr11	6745041	6757316	.	12276	91.38	72.99	69.34	75.4	80.52	76.17	71.32	84.35
peak14175	chr11	6791867	6801350	.	9484	91.38	101.48	100.34	85.57	95.9	110.32	95.67	100.41
peak14176	chr11	6815868	6822301	.	6434	45.26	69.43	52.21	49.14	71.47	62.16	48.7	53.82
peak14177	chr11	6912842	6923101	.	10260	96.51	116.61	102.79	109.29	125.76	117.32	105.23	107.64
peak14178	chr11	6954412	6962205	.	7794	87.11	93.46	108.5	116.92	88.66	88.43	102.63	104.43
peak14179	chr11	6965031	6980529	.	15499	110.17	113.94	110.94	115.22	125.76	118.2	124.37	110.05
peak14180	chr11	7238111	7270568	.	32458	203.26	209.18	243.91	214.34	202.66	222.39	226.99	224.93
peak14181	chr11	7276659	8149971	.	873313	11884.9	11668.83	11552.9	11780.48	11826.71	11782.04	11911.54	11663.36
peak14182	chr11	8151559	8213815	.	62257	565.38	597.28	509.85	532.9	500.32	509.56	540.09	533.4
peak14183	chr11	8215260	8217262	.	2003	13.66	12.46	17.95	8.47	20.81	11.38	11.31	15.26
peak14184	chr11	8226934	8233347	.	6414	30.75	28.48	18.76	23.72	28.05	23.64	23.48	22.49
peak14185	chr11	8256591	8286784	.	30194	222.91	217.19	218.63	231.29	225.28	207.5	240.04	215.29
peak14186	chr11	8314677	8333977	.	19301	192.16	195.83	180.28	193.16	155.61	188.24	181.77	174.32
peak14187	chr11	8349403	8362063	.	12661	86.26	101.48	102.79	94.89	78.71	91.06	106.97	97.2
peak14189	chr11	8411013	8415803	.	4791	37.58	28.48	33.45	46.6	29.86	34.15	27.83	32.13
peak14191	chr11	8732279	8743643	.	11365	86.26	89.9	95.44	94.04	98.62	94.56	94.8	78.73
peak14192	chr11	8753436	8759795	.	6360	37.58	35.61	28.55	21.18	16.29	25.39	25.22	25.71
peak14193	chr11	8836609	8843142	.	6534	87.11	68.54	85.66	87.26	85.05	91.93	100.02	92.38
peak14194	chr11	8921457	8928574	.	7118	29.89	33.83	43.24	41.51	39.81	42.03	40.88	47.4
peak14195	chr11	9078572	9090804	.	12233	133.23	129.07	113.39	110.14	120.33	134.83	133.07	120.5
peak14196	chr11	9100123	9107787	.	7665	80.28	88.12	72.6	74.55	53.38	87.55	71.32	82.74
peak14197	chr11	9145498	9148186	.	2689	26.48	28.48	22.03	23.72	27.14	18.39	17.39	20.89
peak14198	chr11	9206491	9210271	.	3781	29.89	32.04	23.66	27.11	25.33	22.76	17.39	28.92
peak14199	chr11	9230504	9240048	.	9545	59.78	70.32	57.1	45.75	45.24	51.66	65.23	44.18
peak14200	chr11	9261213	9270190	.	8978	68.32	81	70.16	83.03	61.52	58.66	63.49	72.3
peak14201	chr11	9322474	9327379	.	4906	46.97	53.41	72.6	56.76	49.76	49.03	55.66	55.43
peak14202	chr11	9350691	9386998	.	36308	356.99	378.31	367.91	330.41	336.56	330.95	345.27	313.29
peak14203	chr11	9388747	9402840	.	14094	84.55	115.72	85.66	91.5	72.38	74.42	81.75	78.73
peak14204	chr11	9413567	9425539	.	11973	78.57	71.21	60.37	70.32	79.62	55.16	63.49	53.02
peak14205	chr11	9428162	9460400	.	32239	339.91	365.85	305.1	304.15	305.8	302.93	299.18	306.87
peak14206	chr11	9463930	9467750	.	3821	17.93	10.68	26.1	22.87	18.09	14.88	17.39	18.48
peak14207	chr11	9485208	9498032	.	12825	103.34	98.81	103.6	110.14	114.9	104.19	103.5	105.23
peak14208	chr11	9502088	9513356	.	11269	63.2	59.64	46.5	55.07	55.19	39.4	48.7	53.02
peak14209	chr11	9520209	9525104	.	4896	28.18	24.03	18.76	30.5	25.33	23.64	30.44	24.9
peak14210	chr11	9557285	9561493	.	4209	26.48	24.03	19.58	21.18	19.9	25.39	20	18.48
peak14211	chr11	9564621	9586803	.	22183	140.06	134.41	106.87	105.9	116.71	92.81	87.84	101.22
peak14213	chr11	9622831	9900870	.	278040	2532.25	2442.54	2457.09	2452.68	2282.65	2321.91	2267.33	2322.39
peak14214	chr11	9910757	9950247	.	39491	279.27	304.43	301.83	322.79	266.9	253.03	290.48	282.77
peak14215	chr11	9966074	9987217	.	21144	174.23	153.1	177.02	160.12	143.85	146.21	144.37	126.12
peak14216	chr11	10036466	10041988	.	5523	43.56	28.48	24.47	28.81	20.81	32.39	20.87	25.71
peak14218	chr11	10071574	10079516	.	7943	82.84	76.55	63.63	74.55	69.66	56.91	57.4	66.68
peak14219	chr11	10088338	10096044	.	7707	109.32	109.49	111.76	86.42	103.14	113.82	103.5	93.99
peak14220	chr11	10107695	10114305	.	6611	36.72	32.94	31.81	36.43	38.9	38.52	49.57	34.54
peak14221	chr11	10168101	10178813	.	10713	75.16	61.42	65.26	70.32	56.09	65.66	58.27	66.68
peak14222	chr11	10198071	10200918	.	2848	23.06	19.58	15.5	26.26	26.24	14.88	17.39	15.26
peak14223	chr11	10208039	10218168	.	10130	101.63	96.13	106.05	110.98	95	97.18	99.15	103.63
peak14224	chr11	10223455	10227465	.	4011	30.75	37.39	24.47	27.96	31.67	34.15	26.09	38.56
peak14225	chr11	10250427	10256769	.	6343	81.99	96.13	80.76	96.58	82.33	76.17	88.71	87.56
peak14226	chr11	10263827	10269337	.	5511	50.39	55.19	66.89	64.39	57.9	57.79	60.88	57.84
peak14227	chr11	10299107	10301417	.	2311	17.93	18.69	20.39	21.18	25.33	29.77	19.13	25.71
peak14228	chr11	10346138	10354620	.	8483	72.59	85.45	69.34	77.94	83.24	88.43	86.1	72.3
peak14229	chr11	10357461	10365619	.	8159	130.67	113.05	128.08	126.23	122.14	123.45	125.24	119.69
peak14230	chr11	10386072	10392399	.	6328	38.43	31.15	28.55	33.89	25.33	37.65	31.31	28.92
peak14231	chr11	10416083	10422737	.	6655	76.86	68.54	60.37	65.24	70.57	74.42	62.62	54.63
peak14232	chr11	10430233	10455900	.	25668	263.9	277.72	265.94	295.68	271.42	287.17	327.88	292.41
peak14233	chr11	10470653	10481354	.	10702	79.43	72.1	85.66	77.1	80.52	79.67	89.58	76.32
peak14234	chr11	10507735	10509070	.	1336	16.23	13.35	9.79	21.18	18.09	15.76	13.92	17.67
peak14235	chr11	10517616	10524798	.	7183	52.1	59.64	40.79	44.06	44.33	50.78	50.44	44.18
peak14236	chr11	10529332	10540088	.	10757	86.26	102.37	91.37	94.04	111.28	80.55	90.45	99.61
peak14237	chr11	10618412	10634710	.	16299	238.28	251.91	236.57	251.62	249.71	249.53	252.22	241
peak14238	chr11	10640851	10651008	.	10158	74.3	67.65	75.05	67.78	59.71	50.78	54.79	67.48
peak14239	chr11	10665337	10687428	.	22092	177.64	153.99	174.57	192.32	166.47	153.22	182.64	186.37
peak14240	chr11	10700316	10704528	.	4213	25.62	20.47	28.55	24.57	12.67	18.39	21.74	25.71
peak14241	chr11	10724850	10728453	.	3604	19.64	12.46	32.63	15.25	19.9	16.64	25.22	16.07
peak14242	chr11	10734350	10741018	.	6669	39.29	49.85	35.08	32.19	25.33	34.15	23.48	20.89
peak14243	chr11	10749849	10753643	.	3795	22.21	15.13	19.58	14.4	11.76	14.88	15.65	15.26
peak14244	chr11	10757548	10771573	.	14026	140.06	154.88	146.84	152.5	175.52	156.72	176.55	156.65
peak14245	chr11	10775594	10786005	.	10412	86.26	59.64	75.05	70.32	73.28	62.16	65.23	79.53
peak14246	chr11	10789061	10797795	.	8735	52.95	54.3	59.55	50.83	46.14	44.65	35.66	64.27
peak14247	chr11	10802655	10811630	.	8976	87.11	91.68	92.18	108.44	93.19	100.69	86.97	98.81
peak14248	chr11	10814063	10831784	.	17722	96.51	108.6	88.92	99.97	85.05	84.93	83.49	77.12
peak14249	chr11	10850049	10869082	.	19034	158	170.91	155	165.21	136.62	154.09	141.76	147.01
peak14250	chr11	10873702	10896813	.	23112	191.31	182.48	196.6	161.82	161.04	171.6	174.81	159.86
peak14251	chr11	10913246	10927369	.	14124	56.37	74.77	70.97	72.86	64.24	67.42	58.27	59.45
peak14252	chr11	10930485	10948413	.	17929	147.75	157.55	140.31	129.62	120.33	128.7	158.29	114.87
peak14253	chr11	10949247	10956871	.	7625	50.39	33.83	26.92	37.28	34.38	33.27	21.74	26.51
peak14254	chr11	10964201	10978900	.	14700	99.92	93.46	77.5	83.03	82.33	84.05	69.58	71.5
peak14255	chr11	10995965	11002481	.	6517	42.7	51.63	41.6	39.82	35.28	33.27	24.35	41.77
peak14256	chr11	11029609	11031870	.	2262	25.62	16.91	13.05	14.4	19.9	17.51	5.22	13.66
peak14257	chr11	11035006	11091968	.	56963	555.98	542.98	557.99	526.12	494.89	464.91	498.34	474.76
peak14258	chr11	11123963	11126880	.	2918	17.08	24.92	17.13	20.33	19.9	20.14	13.92	16.87
peak14259	chr11	11135682	11147541	.	11860	119.57	105.04	118.29	109.29	102.24	107.69	107.84	98.81
peak14260	chr11	11284009	11300215	.	16207	211.8	196.72	194.15	210.96	215.33	200.5	212.21	205.65
peak14261	chr11	11321142	11325262	.	4121	58.08	61.42	48.95	61	61.52	47.28	58.27	59.45
peak14262	chr11	11328970	11332937	.	3968	42.7	32.94	43.24	39.82	24.43	34.15	47.83	44.18
peak14263	chr11	11340413	11348861	.	8449	113.59	109.49	95.44	110.98	112.19	97.18	95.67	99.61
peak14265	chr11	11359957	11383843	.	23887	169.96	170.91	159.07	176.22	155.61	146.21	170.46	167.89
peak14266	chr11	11389928	11392789	.	2862	43.56	39.17	36.71	34.74	39.81	29.77	35.66	39.36
peak14268	chr11	11594307	11617906	.	23600	278.42	281.28	294.49	281.27	337.47	352.84	342.67	339.8
peak14269	chr11	11627122	11633199	.	6078	50.39	68.54	56.29	72.86	63.33	67.42	59.14	61.05
peak14270	chr11	12003407	12009667	.	6261	57.22	56.08	71.79	61.85	51.57	56.03	72.19	57.84
peak14271	chr11	12013838	12017424	.	3587	23.91	21.36	20.39	22.87	19	20.14	23.48	14.46
peak14272	chr11	12092314	12103281	.	10968	110.17	101.48	106.87	130.47	104.95	99.81	100.89	115.68
peak14273	chr11	12117339	12151566	.	34228	378.34	343.59	371.17	381.25	322.99	353.72	359.19	351.05
peak14274	chr11	12154167	12163019	.	8853	67.47	91.68	79.13	89.8	73.28	93.68	88.71	79.53
peak14275	chr11	12365839	12368984	.	3146	19.64	11.57	19.58	7.62	19.9	20.14	13.92	12.85
peak14276	chr11	12396933	12429056	.	32124	221.2	210.07	177.02	188.08	199.95	208.38	194.81	199.22
peak14277	chr11	12432484	12444657	.	12174	76.86	77.44	54.66	63.54	60.62	80.55	75.66	56.23
peak14278	chr11	12451834	12454441	.	2608	18.79	7.12	16.32	15.25	22.62	17.51	19.13	12.85
peak14279	chr11	12476238	12554836	.	78599	724.23	754.84	702.38	757.41	709.31	709.18	796.65	718.17
peak14280	chr11	12561975	14183498	.	1621524	23461.5	23455.16	23363.59	23671.1	23578.34	23529.93	23833.52	23730.79
peak14281	chr11	14184416	14236691	.	52276	466.31	443.29	457.65	450.72	456.89	416.75	426.16	443.43
peak14282	chr11	14238200	14918889	.	680690	9983.8	9722.99	9820.21	10066.57	9904.15	9805.09	9866.86	9915.34
peak14283	chr11	14919421	16252283	.	1332863	21535.62	21090.06	21232.8	21567.47	21595.15	21447.92	21577.5	21879.14
peak14284	chr11	16265336	16407704	.	142369	1592.8	1584.45	1582.59	1585.98	1525.39	1602.22	1558.52	1503.81
peak14285	chr11	16417370	16421434	.	4065	41.85	39.17	39.16	43.21	43.43	25.39	41.75	32.94
peak14286	chr11	16426324	16470328	.	44005	388.59	429.94	406.25	394.8	407.13	403.62	403.55	363.9
peak14287	chr11	16477997	16487279	.	9283	82.84	86.34	79.13	90.65	76	70.92	92.19	71.5
peak14288	chr11	16517437	16522075	.	4639	46.97	51.63	44.87	38.97	48.86	41.15	50.44	53.02
peak14289	chr11	16566650	16576435	.	9786	83.7	74.77	73.42	66.08	66.95	68.29	85.23	75.51
peak14290	chr11	16598675	16608084	.	9410	58.93	66.76	62	68.62	58.81	55.16	55.66	57.04
peak14291	chr11	16687804	16698687	.	10884	105.05	88.12	100.34	104.21	78.71	110.32	99.15	98.81
peak14292	chr11	16723736	16732575	.	8840	81.13	89.01	70.16	83.03	95.9	89.3	80.01	69.09
peak14293	chr11	16960009	16963128	.	3120	24.77	29.37	19.58	27.96	27.14	20.14	26.09	24.9
peak14295	chr11	17017978	17018964	.	987	13.66	12.46	10.6	13.56	8.14	19.26	9.57	12.05
peak14296	chr11	17031769	17033677	.	1909	20.5	17.8	17.95	11.01	23.52	21.01	24.35	18.48
peak14297	chr11	17048330	17049752	.	1423	9.39	7.12	9.79	6.78	12.67	5.25	9.57	8.84
peak14298	chr11	17090789	17095233	.	4445	37.58	32.04	41.6	37.28	27.14	32.39	33.05	31.33
peak14299	chr11	17099307	17105075	.	5769	74.3	76.55	58.74	77.1	72.38	59.54	73.93	67.48
peak14300	chr11	17108569	17111391	.	2823	35.87	26.7	47.31	42.36	43.43	42.03	46.09	38.56
peak14302	chr11	17155828	17157983	.	2156	17.08	13.35	17.95	5.93	13.57	14.88	11.31	16.07
peak14303	chr11	17172653	17173927	.	1275	7.69	6.23	6.53	6.78	5.43	5.25	5.22	4.82
peak14306	chr11	17315642	17317323	.	1682	28.18	30.26	31.81	25.42	32.57	20.14	30.44	20.08
peak14307	chr11	17338816	17344912	.	6097	50.39	45.4	47.31	51.68	36.19	28.02	44.36	40.17
peak14308	chr11	17370220	17373343	.	3124	26.48	23.14	22.03	18.64	27.14	12.26	13.92	20.89
peak14310	chr11	17385794	17392073	.	6280	34.16	39.17	27.74	42.36	41.62	49.03	40.88	29.72
peak14311	chr11	17397462	17457162	.	59701	566.23	517.17	487.83	487.99	488.56	478.92	493.13	481.19
peak14312	chr11	17464122	17487313	.	23192	196.43	192.27	186.81	178.76	165.57	188.24	176.55	181.55
peak14313	chr11	17489010	17848655	.	359646	4499.11	4202.35	4308.07	4463.96	4241.4	4205.18	4182.43	4274.45
peak14314	chr11	17857007	17916807	.	59801	604.66	603.51	585.72	595.59	533.79	524.44	486.17	499.66
peak14315	chr11	17922311	17940747	.	18437	243.4	242.12	243.1	279.58	224.37	241.65	243.52	226.54
peak14316	chr11	17962441	17973672	.	11232	157.14	127.29	156.63	144.87	161.04	135.71	162.64	152.63
peak14317	chr11	18005609	18007296	.	1688	12.81	17.8	17.13	7.62	14.48	22.76	18.26	17.67
peak14318	chr11	18030263	18149910	.	119648	1275.94	1206.14	1178.78	1167.46	1239.49	1144.32	1217.59	1205.78
peak14319	chr11	18150513	18822087	.	671575	8017.78	8035.28	7885.21	8096.8	7610.64	7476.17	7722.15	7662.84
peak14320	chr11	18832140	18839276	.	7137	46.97	51.63	41.6	35.58	46.14	34.15	35.66	40.17
peak14321	chr11	19053124	19061348	.	8225	12.81	14.24	13.05	17.79	13.57	12.26	16.52	12.85
peak14322	chr11	19064932	19120721	.	55790	251.09	286.62	239.84	282.12	283.18	274.04	249.61	250.63
peak14323	chr11	19121139	19167424	.	46286	177.64	192.27	196.6	174.53	164.66	173.36	160.03	159.86
peak14324	chr11	19169411	19202129	.	32719	113.59	99.7	101.16	96.58	78.71	83.18	87.84	89.17
peak14325	chr11	19203184	19270897	.	67714	321.98	304.43	329.57	277.04	298.56	316.94	289.61	298.83
peak14326	chr11	19273993	19368672	.	94680	404.82	385.43	358.94	354.98	366.42	330.08	353.97	350.25
peak14327	chr11	19371162	19377056	.	5895	6.83	11.57	9.79	11.01	10.86	12.26	9.57	8.84
peak14328	chr11	19382439	19386150	.	3712	17.93	9.79	17.95	6.78	8.14	8.76	11.31	13.66
peak14329	chr11	19403036	19442024	.	38989	156.29	167.35	186.81	177.91	188.19	185.61	159.16	138.17
peak14330	chr11	19445028	19479707	.	34680	99.07	81.89	91.37	79.64	79.62	83.18	67.84	78.73
peak14331	chr11	19481641	19523466	.	41826	177.64	204.73	185.18	172.83	187.28	167.23	183.51	188.78
peak14332	chr11	19526759	19547778	.	21020	34.16	31.15	31.81	37.28	29.86	25.39	24.35	28.12
peak14333	chr11	19550155	19554964	.	4810	9.39	11.57	4.89	5.08	6.33	9.63	5.22	4.82
peak14334	chr11	19555793	19587095	.	31303	76.01	78.33	72.6	77.94	95	81.42	78.27	68.28
peak14335	chr11	19590805	19607322	.	16518	36.72	24.03	21.21	27.96	23.52	27.14	24.35	24.9
peak14336	chr11	19617795	19624677	.	6883	37.58	46.29	37.53	35.58	39.81	41.15	37.4	37.76
peak14337	chr11	19691286	19698848	.	7563	68.32	68.54	81.58	80.49	69.66	61.29	66.1	74.71
peak14338	chr11	19743699	19745166	.	1468	8.54	14.24	14.68	9.32	15.38	7.88	14.79	16.87
peak14339	chr11	19788614	19793738	.	5125	77.72	81.89	69.34	77.94	83.24	96.31	71.32	83.54
peak14340	chr11	19813981	19815515	.	1535	21.35	23.14	13.87	16.1	15.38	15.76	19.13	12.05
peak14342	chr11	19867133	19869211	.	2079	28.18	23.14	20.39	27.96	18.09	30.64	33.05	24.9
peak14343	chr11	19902583	19908330	.	5748	35.87	50.74	62.81	58.46	54.28	77.05	75.66	73.91
peak14344	chr11	19912313	19916259	.	3947	9.39	14.24	12.24	8.47	7.24	12.26	12.18	8.03
peak14345	chr11	20048055	20051863	.	3809	44.41	45.4	42.42	39.82	33.48	41.15	34.79	44.99
peak14346	chr11	20284280	20286966	.	2687	20.5	16.91	15.5	11.86	16.29	19.26	20.87	21.69
peak14347	chr11	20288846	20294882	.	6037	125.54	118.39	102.79	118.61	134.81	138.33	157.42	144.6
peak14348	chr11	20390374	20394901	.	4528	94.8	81.89	96.26	88.96	106.76	87.55	87.84	84.35
peak14349	chr11	20410026	20419689	.	9664	285.25	278.61	317.33	302.45	364.61	380.86	364.41	378.36
peak14350	chr11	20478644	20479899	.	1256	22.21	18.69	35.89	19.49	16.29	17.51	17.39	18.48
peak14352	chr11	20507243	20511529	.	4287	25.62	27.59	26.1	28.81	28.05	21.89	22.61	23.3
peak14353	chr11	20516644	20521022	.	4379	54.66	39.17	61.18	58.46	50.67	68.29	65.23	53.02
peak14354	chr11	20563129	20564485	.	1357	11.1	8.9	13.87	5.93	9.95	11.38	7.83	17.67
peak14355	chr11	20596043	20598078	.	2036	23.06	19.58	17.95	23.72	18.09	18.39	22.61	17.67
peak14356	chr11	20751646	20768527	.	16882	173.37	170.02	158.26	186.39	179.14	200.5	174.81	170.3
peak14357	chr11	20783464	20787111	.	3648	57.22	32.04	39.16	44.06	62.43	55.16	53.05	58.64
peak14358	chr11	20944307	20947927	.	3621	29.04	23.14	26.92	24.57	27.14	26.27	26.09	31.33
peak14359	chr11	20962403	20966079	.	3677	21.35	24.03	22.03	27.96	38.9	29.77	24.35	21.69
peak14360	chr11	20994984	20997579	.	2596	34.16	38.28	34.26	34.74	43.43	42.03	39.14	34.54
peak14362	chr11	21028717	21032487	.	3771	23.91	23.14	23.66	27.11	28.05	23.64	30.44	20.89
peak14363	chr11	21067553	21069547	.	1995	21.35	22.25	22.03	16.1	24.43	19.26	18.26	25.71
peak14364	chr11	21127218	21130338	.	3121	21.35	21.36	26.92	19.49	14.48	22.76	29.57	30.53
peak14365	chr11	21168491	21174056	.	5566	14.52	20.47	21.21	15.25	10.86	21.89	12.18	20.89
peak14366	chr11	21184658	21193820	.	9163	54.66	68.54	75.87	60.15	69.66	78.8	78.27	77.12
peak14367	chr11	21207124	21212128	.	5005	30.75	44.51	49.76	33.89	44.33	37.65	38.27	40.17
peak14368	chr11	21229502	21233084	.	3583	13.66	21.36	24.47	25.42	21.71	16.64	19.13	18.48
peak14369	chr11	21261629	21263368	.	1740	15.37	15.13	14.68	22.03	16.29	24.51	20	10.44
peak14370	chr11	21380140	21383115	.	2976	51.24	41.84	52.21	59.3	56.09	49.91	47.83	65.07
peak14371	chr11	21392722	21397645	.	4924	32.45	36.5	42.42	34.74	45.24	35.02	49.57	39.36
peak14372	chr11	21408226	21412423	.	4198	21.35	40.06	26.1	37.28	29.86	38.52	44.36	32.94
peak14373	chr11	21443886	21445745	.	1860	6.83	16.91	10.6	17.79	16.29	27.14	12.18	16.07
peak14374	chr11	21463176	21467542	.	4367	47.83	55.19	50.58	55.92	49.76	47.28	51.31	62.66
peak14375	chr11	21471889	21476852	.	4964	37.58	54.3	44.05	55.07	45.24	44.65	43.49	50.61
peak14376	chr11	21479794	21485458	.	5665	81.13	70.32	74.23	72.01	74.19	89.3	80.01	86.76
peak14377	chr11	21511620	21514828	.	3209	34.16	33.83	39.97	23.72	27.14	33.27	32.18	24.9
peak14378	chr11	21523753	21527209	.	3457	20.5	19.58	22.84	21.18	29.86	35.9	18.26	24.1
peak14381	chr11	21654688	21658961	.	4274	53.8	42.73	40.79	53.37	51.57	45.53	56.53	53.82
peak14383	chr11	21741675	21744969	.	3295	50.39	40.06	57.92	45.75	33.48	42.03	41.75	47.4
peak14384	chr11	21757763	21759353	.	1591	11.1	17.8	9.79	9.32	17.19	19.26	13.05	16.87
peak14385	chr11	21766017	21792488	.	26472	231.45	280.39	264.31	253.32	272.33	280.17	243.52	235.37
peak14386	chr11	21797754	21804671	.	6918	61.49	56.97	69.34	86.42	61.52	72.67	69.58	63.46
peak14387	chr11	21832997	21844229	.	11233	101.63	119.28	100.34	107.6	83.24	101.56	105.23	93.18
peak14388	chr11	21874694	21882469	.	7776	64.05	76.55	59.55	57.61	59.71	59.54	49.57	54.63
peak14389	chr11	21887751	21894350	.	6600	41.85	39.17	31.81	32.19	22.62	24.51	31.31	38.56
peak14390	chr11	21900604	21904219	.	3616	31.6	24.03	18.76	19.49	13.57	17.51	18.26	16.07
peak14391	chr11	21906511	21913258	.	6748	85.4	108.6	97.08	93.19	72.38	101.56	98.28	106.84
peak14393	chr11	22258675	22262406	.	3732	34.16	40.95	49.76	34.74	43.43	38.52	37.4	39.36
peak14394	chr11	22320897	22323556	.	2660	28.18	19.58	29.37	22.87	31.67	22.76	21.74	22.49
peak14395	chr11	22334586	22340354	.	5769	73.45	65.87	79.13	65.24	83.24	77.05	54.79	70.69
peak14396	chr11	22357013	22360127	.	3115	48.68	51.63	57.92	54.22	50.67	52.53	47.83	50.61
peak14397	chr11	22391715	22409319	.	17605	146.9	143.31	121.55	134.71	120.33	127.83	137.41	137.37
peak14398	chr11	22414951	22418513	.	3563	24.77	23.14	15.5	23.72	21.71	19.26	19.13	16.87
peak14399	chr11	22427645	22433203	.	5559	58.08	58.75	73.42	56.76	70.57	64.79	56.53	59.45
peak14400	chr11	22465216	22468640	.	3425	22.21	24.92	24.47	27.96	24.43	14.88	26.09	21.69
peak14401	chr11	22525071	22536827	.	11757	106.76	96.13	98.71	93.19	70.57	98.06	86.97	77.12
peak14402	chr11	22568290	22571186	.	2897	47.83	43.62	39.16	48.29	29.86	42.9	35.66	34.54
peak14403	chr11	22577927	22583000	.	5074	72.59	63.2	68.52	64.39	66.95	65.66	73.93	77.92
peak14404	chr11	22612911	22614201	.	1291	17.93	22.25	13.05	17.79	10.86	17.51	10.44	11.25
peak14405	chr11	22678277	22681726	.	3450	24.77	23.14	22.84	30.5	23.52	14.88	25.22	24.1
peak14406	chr11	22700302	22705107	.	4806	37.58	32.94	31.81	27.11	31.67	28.02	26.96	30.53
peak14407	chr11	22730471	22732035	.	1565	25.62	33.83	26.1	29.65	31.67	27.14	25.22	32.13
peak14408	chr11	22744368	22748361	.	3994	78.57	83.67	96.26	95.73	115.81	105.06	109.58	124.51
peak14409	chr11	22768060	22774049	.	5990	69.18	71.21	60.37	70.32	54.28	70.04	60.01	73.1
peak14410	chr11	22801400	22804062	.	2663	26.48	27.59	21.21	23.72	20.81	24.51	13.92	12.85
peak14411	chr11	22965833	22967785	.	1953	19.64	15.13	14.68	9.32	9.95	21.01	7.83	10.44
peak14412	chr11	23036219	23038943	.	2725	29.04	36.5	40.79	37.28	41.62	32.39	42.62	38.56
peak14413	chr11	23098803	23100951	.	2149	33.31	29.37	33.45	27.11	33.48	37.65	33.92	23.3
peak14414	chr11	23105954	23112316	.	6363	211.8	218.08	235.76	210.11	240.66	256.53	239.17	261.08
peak14415	chr11	23158455	23160609	.	2155	22.21	29.37	21.21	22.87	35.28	35.9	29.57	29.72
peak14416	chr11	23194004	23198073	.	4070	40.14	47.18	55.47	37.28	43.43	38.52	44.36	38.56
peak14417	chr11	23218693	23225488	.	6796	89.67	96.13	106.05	119.46	115.81	107.69	118.28	113.27
peak14418	chr11	23242913	23249193	.	6281	67.47	64.98	68.52	73.71	67.86	67.42	66.97	65.07
peak14419	chr11	23524487	23525860	.	1374	16.23	13.35	13.87	12.71	13.57	9.63	6.96	16.87
peak14420	chr11	23546581	23552764	.	6184	49.53	40.06	44.05	62.69	41.62	49.91	52.18	59.45
peak14421	chr11	23571233	23573364	.	2132	20.5	18.69	16.32	24.57	20.81	14.88	19.13	24.1
peak14422	chr11	23597538	23601781	.	4244	39.29	48.07	39.97	49.99	41.62	57.79	46.09	50.61
peak14423	chr11	23637455	23644027	.	6573	69.18	69.43	67.71	53.37	70.57	65.66	60.88	60.25
peak14424	chr11	23817180	23818581	.	1402	14.52	24.92	15.5	14.4	20.81	23.64	20.87	27.31
peak14425	chr11	23825520	23829489	.	3970	21.35	21.36	32.63	30.5	13.57	25.39	22.61	23.3
peak14426	chr11	23834977	23841173	.	6197	78.57	64.09	75.05	78.79	77.81	63.91	62.62	76.32
peak14427	chr11	23921201	23926441	.	5241	58.08	54.3	57.1	49.99	63.33	49.91	42.62	50.61
