peakN	Chr	Start	End	Strand	Length	Arm_P14_Day30_H3K4me3_Rep1_S5	Arm_P14_Day30_H3K4me3_Rep2_S6	Arm_P14_Day30_H3K4me3_Rep3_S7	Arm_P14_Day30_H3K4me3_Rep4_S8
peak30044	chr11	4747087	4748936	.	1850	69.93	58.44	76.58	81.44
peak30045	chr11	4784385	4785894	.	1510	43.96	50.82	44.93	48.22
peak30046	chr11	4803341	4805580	.	2240	276.74	272.72	256.28	240.03
peak30047	chr11	4805999	4806931	.	933	29.97	32.18	24.5	28.93
peak30048	chr11	4823292	4824655	.	1364	146.86	136.36	154.18	114.66
peak30049	chr11	4847006	4850346	.	3341	868.19	836.81	895.44	816.55
peak30050	chr11	4860474	4862025	.	1552	42.96	56.75	50.03	57.87
peak30051	chr11	4873343	4875542	.	2200	290.73	301.52	261.38	276.47
peak30052	chr11	4894612	4896701	.	2090	482.55	481.08	469.67	458.64
peak30053	chr11	4946189	4949277	.	3089	328.69	378.6	338.98	392.2
peak30054	chr11	4986221	4989614	.	3394	520.52	475.15	492.14	482.21
peak30056	chr11	5004638	5006415	.	1778	210.8	181.25	173.57	165.02
peak30057	chr11	5057501	5059421	.	1921	219.8	189.72	232.79	218.6
peak30058	chr11	5061360	5062864	.	1505	199.81	225.29	246.07	223.96
peak30059	chr11	5064225	5066279	.	2055	393.63	373.51	394.12	407.2
peak30060	chr11	5095286	5100658	.	5373	1422.68	1339.91	1284.45	1333.05
peak30062	chr11	5150242	5153074	.	2833	342.68	304.06	301.2	345.05
peak30063	chr11	5175499	5178259	.	2761	284.73	305.76	289.97	271.11
peak30064	chr11	5181316	5182508	.	1193	65.94	66.91	70.45	58.94
peak30065	chr11	5206378	5207745	.	1368	31.97	43.2	30.63	51.44
peak30066	chr11	5215040	5216531	.	1492	111.9	119.42	103.12	90.01
peak30067	chr11	5218955	5220009	.	1055	61.94	56.75	59.22	70.72
peak30068	chr11	5248738	5250054	.	1317	35.97	55.05	45.95	57.87
peak30069	chr11	5253308	5255586	.	2279	36.97	44.04	36.76	55.72
peak30070	chr11	5259743	5262724	.	2982	587.45	558.15	577.9	551.87
peak30071	chr11	5295473	5299136	.	3664	483.55	514.11	511.53	526.15
peak30074	chr11	5339342	5341683	.	2342	115.89	117.73	101.08	105.02
peak30075	chr11	5357222	5359620	.	2399	64.94	77.92	84.75	95.37
peak30076	chr11	5367986	5370908	.	2923	107.9	110.95	147.03	160.74
peak30078	chr11	5411128	5412502	.	1375	60.94	51.67	39.82	54.65
peak30079	chr11	5413247	5414041	.	795	24.98	41.5	37.78	42.86
peak30080	chr11	5415231	5416762	.	1532	129.88	112.65	121.5	129.66
peak30081	chr11	5428950	5430640	.	1691	322.7	280.35	278.74	281.83
peak30082	chr11	5431890	5433195	.	1306	265.75	253.24	299.16	265.75
peak30083	chr11	5435259	5436175	.	917	143.87	134.67	148.05	143.59
peak30084	chr11	5437106	5438418	.	1313	123.88	108.41	109.25	117.87
peak30085	chr11	5442224	5445904	.	3681	804.25	791.92	787.21	775.83
peak30086	chr11	5484946	5487128	.	2183	257.76	267.64	284.87	262.54
peak30087	chr11	5499513	5501222	.	1710	36.97	34.73	44.93	39.65
peak30088	chr11	5505320	5507124	.	1805	278.74	237.15	283.85	240.03
peak30089	chr11	5519824	5522646	.	2823	636.41	608.97	627.93	612.95
peak30090	chr11	5540438	5542930	.	2493	553.48	545.45	551.35	554.01
peak30091	chr11	5554678	5556857	.	2180	163.85	164.31	129.67	135.02
peak30093	chr11	5629123	5630837	.	1715	59.94	72.84	55.14	65.37
peak30094	chr11	5690283	5692100	.	1818	162.85	177.02	129.67	161.81
peak30095	chr11	5696025	5698823	.	2799	87.92	73.69	98.02	116.8
peak30096	chr11	5706189	5708186	.	1998	371.65	332.01	321.62	348.26
peak30097	chr11	5736986	5737723	.	738	70.93	49.97	40.84	55.72
peak30098	chr11	5739204	5742068	.	2865	498.54	470.07	456.4	461.85
peak30099	chr11	5761129	5763213	.	2085	470.56	452.28	465.59	395.41
peak30100	chr11	5787402	5790481	.	3080	697.35	703.83	704.51	662.24
peak30101	chr11	5836425	5838815	.	2391	480.55	514.96	516.64	444.71
peak30102	chr11	5860985	5863171	.	2187	149.86	168.55	136.82	151.09
peak30103	chr11	5876923	5879050	.	2128	385.64	376.9	406.37	361.12
peak30107	chr11	5954777	5957307	.	2531	696.35	737.71	741.27	720.1
peak30108	chr11	5999332	6001305	.	1974	277.74	268.49	257.3	257.18
peak30113	chr11	6017286	6019241	.	1956	241.77	246.47	204.21	219.67
peak30114	chr11	6043355	6045580	.	2226	52.95	56.75	52.07	51.44
peak30115	chr11	6150368	6151413	.	1046	104.9	88.08	92.91	102.87
peak30116	chr11	6152337	6154961	.	2625	230.79	227.83	230.75	266.82
peak30117	chr11	6158687	6160904	.	2218	232.78	281.19	261.38	271.11
peak30119	chr11	6178241	6180207	.	1967	315.71	325.24	288.95	362.2
peak30120	chr11	6183156	6185211	.	2056	264.75	254.94	253.21	263.61
peak30121	chr11	6187476	6188444	.	969	54.95	51.67	42.88	49.29
peak30122	chr11	6196694	6201113	.	4420	818.24	790.22	774.96	786.54
peak30123	chr11	6266760	6268541	.	1782	372.65	361.66	321.62	354.69
peak30124	chr11	6273190	6275526	.	2337	489.54	471.76	452.32	452.21
peak30125	chr11	6290884	6293351	.	2468	535.5	557.31	568.71	543.29
peak30126	chr11	6323324	6325517	.	2194	122.89	121.96	131.71	142.52
peak30127	chr11	6331623	6333613	.	1991	171.84	193.96	195.02	174.67
peak30128	chr11	6365426	6366617	.	1192	94.91	103.33	82.7	97.51
peak30129	chr11	6388389	6392522	.	4134	627.42	608.12	575.86	602.23
peak30130	chr11	6405270	6406923	.	1654	38.96	42.35	42.88	43.93
peak30131	chr11	6410155	6410915	.	761	47.96	40.65	44.93	43.93
peak30132	chr11	6414800	6418483	.	3684	659.39	589.49	609.55	578.66
peak30133	chr11	6443000	6445486	.	2487	659.39	671.65	678.98	678.31
peak30135	chr11	6470518	6475723	.	5206	991.08	927.43	1066.97	900.13
peak30136	chr11	6475970	6476926	.	957	164.85	178.71	159.28	185.38
peak30137	chr11	6496503	6498092	.	1590	32.97	41.5	44.93	32.15
peak30138	chr11	6519042	6522319	.	3278	769.28	776.67	741.27	664.38
peak30139	chr11	6526426	6529322	.	2897	490.54	454.82	486.01	482.21
peak30140	chr11	6545770	6548903	.	3134	773.28	713.15	678.98	680.46
peak30141	chr11	6558641	6564147	.	5507	1478.62	1406.82	1434.54	1342.7
peak30142	chr11	6565624	6567149	.	1526	455.58	396.38	423.73	396.49
peak30143	chr11	6567624	6568407	.	784	35.97	28.8	32.67	30
peak30146	chr11	6603297	6606787	.	3491	143.87	153.3	165.41	173.6
peak30147	chr11	6624548	6628621	.	4074	638.41	602.2	687.15	606.52
peak30148	chr11	6656812	6659528	.	2717	69.93	89.78	99.04	85.73
peak30149	chr11	6678965	6681047	.	2083	273.75	296.44	295.08	247.54
peak30150	chr11	6694533	6696202	.	1670	124.88	118.58	119.46	111.44
peak30151	chr11	6704504	6707373	.	2870	62.94	57.59	69.43	72.87
peak30153	chr11	7144544	7145984	.	1441	108.9	110.11	98.02	114.66
peak30156	chr11	8628117	8629727	.	1611	55.95	72.84	57.18	65.37
peak30157	chr11	8663085	8665374	.	2290	51.95	49.97	55.14	66.44
peak30159	chr11	9009330	9012277	.	2948	744.31	700.44	735.14	623.66
peak30160	chr11	9047456	9049943	.	2488	178.83	169.39	162.34	176.81
peak30163	chr11	9117049	9120069	.	3021	341.68	315.07	353.28	360.05
peak30164	chr11	9974048	9976339	.	2292	35.97	56.75	38.8	41.79
peak30165	chr11	10275167	10277611	.	2445	193.82	185.49	212.37	197.17
peak30166	chr11	10317193	10319273	.	2081	33.97	32.18	34.71	34.29
peak30167	chr11	11441503	11443308	.	1806	52.95	58.44	56.16	46.08
peak30170	chr11	11461165	11463392	.	2228	336.69	328.62	369.61	360.05
peak30171	chr11	11497541	11498675	.	1135	42.96	69.45	26.55	54.65
peak30172	chr11	11499661	11500752	.	1092	41.96	42.35	28.59	51.44
peak30173	chr11	11505717	11506753	.	1037	33.97	38.96	33.69	45.01
peak30174	chr11	11507708	11510076	.	2369	78.93	94.86	80.66	65.37
peak30175	chr11	11511697	11515752	.	4056	370.65	398.08	357.36	362.2
peak30176	chr11	11518919	11520546	.	1628	285.73	281.19	298.14	251.82
peak30177	chr11	11520929	11522748	.	1820	273.75	262.56	259.34	305.4
peak30178	chr11	11527105	11529919	.	2815	256.76	269.34	248.11	236.82
peak30179	chr11	11545890	11548176	.	2287	68.94	73.69	66.37	91.08
peak30180	chr11	11556279	11560518	.	4240	455.58	451.44	409.43	408.27
peak30181	chr11	11563565	11565468	.	1904	217.8	201.58	197.06	247.54
peak30182	chr11	11568876	11571079	.	2204	237.78	227.83	198.08	250.75
peak30183	chr11	11655998	11658027	.	2030	293.73	258.33	307.33	292.54
peak30184	chr11	11667115	11668914	.	1800	145.86	168.55	156.22	159.67
peak30185	chr11	11678292	11679901	.	1610	57.95	67.76	67.39	63.22
peak30186	chr11	11684331	11685531	.	1201	264.75	265.1	282.82	241.11
peak30187	chr11	11686485	11694022	.	7538	2565.61	2385.07	2475.99	2219.25
peak30188	chr11	11694349	11696559	.	2211	812.24	796.15	800.49	745.82
peak30189	chr11	11698642	11699701	.	1060	220.79	236.3	226.67	231.46
peak30190	chr11	11703423	11704643	.	1221	168.84	193.96	221.56	195.03
peak30191	chr11	11710526	11712472	.	1947	354.67	338.79	329.79	320.4
peak30192	chr11	11715606	11717133	.	1528	349.67	333.71	355.32	331.12
peak30193	chr11	11724453	11726823	.	2371	505.53	575.09	540.12	539.01
peak30194	chr11	11736659	11737639	.	981	156.85	179.56	156.22	153.24
peak30195	chr11	11739018	11739529	.	512	61.94	56.75	55.14	40.72
peak30196	chr11	11740259	11743297	.	3039	560.48	517.5	566.67	520.79
peak30197	chr11	11748733	11751931	.	3199	141.87	173.63	172.55	174.67
peak30198	chr11	11762550	11764127	.	1578	169.84	161.77	159.28	171.45
peak30199	chr11	11765348	11766931	.	1584	141.87	145.68	125.59	158.59
peak30201	chr11	11788125	11789164	.	1040	71.93	66.06	67.39	86.8
peak30202	chr11	11807432	11809913	.	2482	433.6	420.1	475.8	378.27
peak30204	chr11	11819975	11821193	.	1219	73.93	40.65	49.01	62.15
peak30205	chr11	11825183	11827043	.	1861	143.87	143.98	131.71	160.74
peak30206	chr11	11835947	11838242	.	2296	348.68	343.02	310.39	322.55
peak30208	chr11	11872044	11873800	.	1757	29.97	31.34	28.59	34.29
peak30210	chr11	11877853	11879850	.	1998	103.9	89.78	90.87	92.16
peak30211	chr11	11888421	11889531	.	1111	23.98	18.63	19.4	22.5
peak30212	chr11	11973129	11976127	.	2999	112.89	99.94	102.1	110.37
peak30213	chr11	12037653	12039309	.	1657	67.94	77.07	65.35	68.58
peak30215	chr11	14141957	14143804	.	1848	84.92	80.46	67.39	78.23
peak30218	chr11	16506576	16509454	.	2879	859.2	758.89	754.54	736.18
peak30219	chr11	16558781	16560578	.	1798	106.9	100.79	95.98	105.02
peak30220	chr11	16752002	16753756	.	1755	10.99	11.86	20.42	11.79
peak30221	chr11	16767653	16770481	.	2829	27.97	33.03	38.8	27.86
peak30223	chr11	16950175	16952777	.	2603	670.38	677.58	661.63	634.38
peak30225	chr11	16976395	16978537	.	2143	415.61	415.86	459.46	387.91
peak30227	chr11	16987211	16989544	.	2334	185.83	213.44	211.35	182.17
peak30228	chr11	16996488	16997638	.	1151	148.86	163.47	164.39	141.45
peak30229	chr11	17000177	17001576	.	1400	387.64	415.86	432.92	392.2
peak30230	chr11	17002292	17006524	.	4233	1245.84	1244.2	1220.13	1106.95
peak30231	chr11	17006974	17009026	.	2053	670.38	640.31	608.53	582.94
peak30232	chr11	17050979	17053238	.	2260	407.62	417.56	408.41	384.7
peak30233	chr11	17158338	17161383	.	3046	645.4	669.95	639.16	611.87
peak30234	chr11	17168491	17171348	.	2858	203.81	201.58	211.35	166.1
peak30235	chr11	17180241	17182148	.	1908	72.93	83	67.39	82.51
peak30236	chr11	17191319	17193137	.	1819	71.93	48.28	65.35	65.37
peak30237	chr11	17210474	17213474	.	3001	686.36	636.07	680	641.88
peak30238	chr11	17257038	17259392	.	2355	457.57	482.77	438.02	446.85
peak30240	chr11	17941345	17945311	.	3967	313.71	274.42	304.27	327.9
peak30241	chr11	17952129	17954813	.	2685	500.53	464.14	446.19	439.35
peak30242	chr11	18876703	18878750	.	2048	76.93	96.55	73.51	69.65
peak30244	chr11	19017716	19021276	.	3561	446.58	467.53	461.5	446.85
peak30250	chr11	19829674	19831779	.	2106	23.98	50.82	50.03	41.79
peak30252	chr11	19890080	19892472	.	2393	71.93	93.17	100.06	98.59
peak30253	chr11	19919146	19921040	.	1895	445.59	456.52	423.73	411.49
peak30254	chr11	19923606	19926866	.	3261	669.38	574.25	641.21	537.94
peak30255	chr11	19938445	19940120	.	1676	32.97	44.89	31.65	36.43
peak30256	chr11	19949235	19950514	.	1280	17.98	31.34	27.57	27.86
peak30257	chr11	19952509	19953589	.	1081	28.97	23.72	16.34	32.15
peak30258	chr11	19962491	19966486	.	3996	84.92	100.79	92.91	98.59
peak30259	chr11	19977576	19980600	.	3025	416.61	445.51	459.46	396.49
peak30260	chr11	19984407	19985614	.	1208	71.93	85.54	74.54	73.94
peak30261	chr11	19986639	19990325	.	3687	514.52	497.17	535.02	529.36
peak30262	chr11	19992653	19994288	.	1636	104.9	131.28	118.44	123.23
peak30266	chr11	20106947	20108795	.	1849	469.56	460.75	456.4	444.71
peak30267	chr11	20111136	20114651	.	3516	911.15	856.29	876.04	850.84
peak30268	chr11	20124769	20126766	.	1998	41.96	65.22	49.01	75.01
peak30269	chr11	20132530	20134318	.	1789	122.89	138.06	127.63	112.52
peak30271	chr11	20192724	20194002	.	1279	39.96	48.28	47.99	39.65
peak30272	chr11	20200511	20204221	.	3711	965.1	1004.51	949.56	917.28
peak30273	chr11	20209997	20213528	.	3532	288.73	362.5	330.81	334.33
peak30274	chr11	20247230	20250271	.	3042	635.41	587.8	633.04	632.23
peak30275	chr11	20331257	20334019	.	2763	822.23	748.72	785.17	710.46
peak30276	chr11	20445096	20446724	.	1629	171.84	206.66	165.41	159.67
peak30277	chr11	20454709	20457111	.	2403	359.67	385.37	381.86	370.77
peak30279	chr11	20476951	20478302	.	1352	48.95	57.59	54.11	58.94
peak30280	chr11	20531083	20533800	.	2718	528.51	520.89	473.76	477.93
peak30281	chr11	20541796	20544808	.	3013	643.4	664.02	684.09	608.66
peak30282	chr11	20552410	20554087	.	1678	402.63	395.54	431.89	395.41
peak30283	chr11	20559000	20562047	.	3048	224.79	235.46	261.38	245.39
peak30286	chr11	20615121	20617327	.	2207	95.91	96.55	114.36	112.52
peak30287	chr11	20630659	20633744	.	3086	624.42	614.05	604.45	594.73
peak30288	chr11	20635184	20636861	.	1678	169.84	183.79	170.51	161.81
peak30289	chr11	20642535	20644943	.	2409	75.93	98.25	100.06	120.02
peak30290	chr11	20655516	20657581	.	2066	118.89	149.07	150.09	103.94
peak30293	chr11	20710935	20715554	.	4620	178.83	215.98	191.95	253.97
peak30294	chr11	20723101	20724647	.	1547	51.95	60.98	61.26	76.08
peak30295	chr11	20732813	20734486	.	1674	195.82	201.58	208.29	198.24
peak30296	chr11	20739580	20743398	.	3819	946.12	946.07	914.84	909.78
peak30300	chr11	20829379	20832707	.	3329	490.54	482.77	478.86	447.92
peak30302	chr11	20895872	20897325	.	1454	33.97	36.42	32.67	40.72
peak30303	chr11	20911888	20915847	.	3960	124.88	135.52	107.21	133.95
peak30306	chr11	20957338	20958749	.	1412	45.96	51.67	63.3	53.58
peak30309	chr11	21033359	21036853	.	3495	181.83	202.43	167.45	182.17
peak30311	chr11	21091011	21091517	.	507	125.88	135.52	139.88	95.37
peak30312	chr11	21091869	21097428	.	5560	1867.26	1791.34	1758.21	1710.25
peak30313	chr11	21098432	21099137	.	706	232.78	233.76	251.17	250.75
peak30314	chr11	21099399	21100007	.	609	210.8	200.73	196.04	222.89
peak30315	chr11	21101229	21104167	.	2939	801.25	812.24	750.46	757.61
peak30316	chr11	21107806	21108649	.	844	165.85	149.07	142.94	151.09
peak30317	chr11	21113023	21116505	.	3483	995.07	954.54	1036.34	993.36
peak30318	chr11	21119563	21120367	.	805	134.87	133.82	114.36	137.16
peak30319	chr11	21124013	21127933	.	3921	307.71	302.37	301.2	372.91
peak30320	chr11	21130860	21135703	.	4844	469.56	536.13	511.53	492.93
peak30321	chr11	21139633	21142268	.	2636	91.91	85.54	82.7	108.23
peak30322	chr11	21149067	21151173	.	2107	74.93	61.83	69.43	53.58
peak30323	chr11	21163833	21164818	.	986	31.97	33.88	43.9	36.43
peak30324	chr11	21165680	21167523	.	1844	106.9	95.71	88.83	111.44
peak30325	chr11	21172107	21172606	.	500	53.95	62.68	52.07	53.58
peak30326	chr11	21173475	21175583	.	2109	550.49	549.68	551.35	520.79
peak30327	chr11	21176482	21177225	.	744	99.91	105.87	116.4	109.3
peak30328	chr11	21178190	21181911	.	3722	439.59	495.48	427.81	451.14
peak30330	chr11	21219146	21221285	.	2140	233.78	230.38	240.96	227.18
peak30331	chr11	21222100	21224640	.	2541	298.72	282.89	282.82	302.19
peak30332	chr11	21237661	21238847	.	1187	363.66	351.49	346.13	333.26
peak30333	chr11	21239276	21244035	.	4760	1518.59	1607.55	1540.73	1458.43
peak30334	chr11	21248279	21254014	.	5736	322.7	325.24	357.36	355.77
peak30335	chr11	21264680	21266589	.	1910	71.93	71.15	65.35	80.37
peak30336	chr11	21297338	21300055	.	2718	166.84	159.23	143.96	196.1
peak30337	chr11	21303256	21304303	.	1048	58.95	58.44	62.28	61.08
peak30339	chr11	21332225	21333917	.	1693	227.79	214.28	198.08	205.74
peak30340	chr11	21368978	21372178	.	3201	671.37	654.71	612.62	669.74
peak30341	chr11	21403626	21404856	.	1231	35.97	33.03	37.78	34.29
peak30342	chr11	21447543	21448993	.	1451	131.88	136.36	110.27	141.45
peak30343	chr11	21457063	21458405	.	1343	38.96	50.82	41.86	71.8
peak30344	chr11	21548814	21550755	.	1942	265.75	260.87	261.38	262.54
peak30345	chr11	21568528	21570064	.	1537	198.81	185.49	200.12	180.03
peak30346	chr11	21570426	21573022	.	2597	740.31	750.42	729.01	735.11
peak30348	chr11	22000615	22004009	.	3395	174.84	152.45	194	162.88
peak30350	chr11	22285162	22288974	.	3813	690.36	659.79	651.42	647.24
peak30351	chr11	22511714	22513889	.	2176	363.66	372.67	371.65	387.91
peak30352	chr11	22616425	22618216	.	1792	112.89	107.57	114.36	113.59
peak30355	chr11	22665839	22666982	.	1144	61.94	51.67	47.99	71.8
peak30356	chr11	22673971	22677522	.	3552	48.95	47.43	57.18	66.44
peak30357	chr11	22692112	22694020	.	1909	103.9	109.26	95.98	116.8
peak30359	chr11	22761957	22763898	.	1942	51.95	55.9	43.9	55.72
peak30360	chr11	22782164	22783538	.	1375	81.92	66.06	94.96	79.3
peak30361	chr11	22813127	22814929	.	1803	262.76	251.55	241.98	233.61
peak30362	chr11	22815647	22816433	.	787	41.96	50.82	54.11	50.36
peak30363	chr11	22832646	22834476	.	1831	67.94	91.47	70.45	77.15
peak30364	chr11	22841005	22843737	.	2733	586.45	559.85	560.54	561.51
peak30365	chr11	22844536	22847254	.	2719	661.38	688.59	713.7	642.95
peak30366	chr11	22851218	22854490	.	3273	818.24	907.1	850.52	784.4
peak30367	chr11	22855913	22856362	.	450	103.9	105.87	112.31	86.8
peak30368	chr11	22856609	22861237	.	4629	1359.73	1389.03	1382.47	1306.26
peak30369	chr11	22865242	22866420	.	1179	31.97	39.81	46.97	39.65
peak30370	chr11	22870940	22873433	.	2494	409.62	442.12	427.81	369.7
peak30372	chr11	22928138	22930080	.	1943	70.93	78.77	87.81	83.58
peak30374	chr11	22961950	22963608	.	1659	69.93	59.29	81.68	101.8
peak30375	chr11	22971599	22975981	.	4383	407.62	426.03	467.63	442.56
peak30376	chr11	22981141	22983020	.	1880	443.59	417.56	419.64	417.92
peak30377	chr11	22989656	22993296	.	3641	616.43	607.28	617.72	602.23
peak30378	chr11	23006916	23009524	.	2609	691.36	648.78	618.74	590.44
peak30379	chr11	23047168	23049184	.	2017	62.94	46.58	51.05	64.3
peak30380	chr11	23066798	23069097	.	2300	549.49	528.51	560.54	485.43
peak30381	chr11	23123189	23125517	.	2329	170.84	199.88	196.04	184.31
peak30383	chr11	23254808	23258634	.	3827	913.15	914.73	889.31	854.05
peak30384	chr11	23305114	23309024	.	3911	577.46	633.53	596.28	582.94
peak30386	chr11	23496185	23498934	.	2750	558.48	549.68	532.98	525.08
peak30387	chr11	23632276	23634444	.	2169	365.66	386.22	358.38	342.91
peak30388	chr11	23664402	23667714	.	3313	970.1	959.62	994.48	829.41
peak30389	chr11	23694984	23696609	.	1626	72.93	81.31	73.51	86.8
peak30390	chr11	23699423	23701451	.	2029	291.73	271.03	288.95	283.97
peak30391	chr11	23753767	23755614	.	1848	58.95	66.91	74.54	64.3
peak30392	chr11	23767683	23772172	.	4490	1122.95	1162.89	1137.42	1084.44
peak30395	chr11	23845584	23847538	.	1955	328.69	290.51	309.37	334.33
peak30396	chr11	23848369	23849610	.	1242	91.91	111.8	90.87	103.94
peak30397	chr11	23852871	23854689	.	1819	35.97	34.73	35.74	49.29
peak30398	chr11	23855384	23857143	.	1760	44.96	55.05	57.18	54.65
peak30400	chr11	23892642	23895909	.	3268	706.34	695.36	670.82	659.02
peak30401	chr11	23927465	23929434	.	1970	60.94	61.83	61.26	88.94
peak30402	chr11	24049012	24050571	.	1560	52.95	68.6	66.37	67.51
peak30403	chr11	24073920	24080630	.	6711	953.11	901.18	969.98	916.2
peak30405	chr11	24340255	24341649	.	1395	40.96	60.13	57.18	68.58
peak30406	chr11	26164232	26165828	.	1597	73.93	43.2	67.39	51.44
peak30407	chr11	26209291	26211778	.	2488	75.93	75.38	78.62	93.23
peak30408	chr11	26386449	26388267	.	1819	326.7	306.6	340	301.12
peak30409	chr11	26437381	26438735	.	1355	20.98	23.72	23.48	33.22
peak30410	chr11	26574794	26577422	.	2629	73.93	73.69	76.58	86.8
peak30411	chr11	26586112	26587678	.	1567	71.93	79.62	72.49	81.44
peak30412	chr11	26591949	26594578	.	2630	683.36	683.5	732.08	645.09
peak30413	chr11	26639734	26641319	.	1586	298.72	311.68	287.93	291.47
peak30416	chr11	29129678	29132277	.	2600	490.54	485.31	456.4	453.28
peak30417	chr11	29171527	29176038	.	4512	1040.03	1043.47	1055.74	980.5
peak30418	chr11	29245337	29248058	.	2722	581.46	566.62	580.96	534.72
peak30419	chr11	29372219	29375802	.	3584	451.58	498.02	488.05	475.78
peak30420	chr11	29513490	29515715	.	2226	398.63	402.31	368.59	335.41
peak30421	chr11	29525453	29527964	.	2512	574.47	578.48	536.04	576.51
peak30422	chr11	29546692	29549322	.	2631	697.35	664.02	683.07	642.95
peak30423	chr11	29560116	29561566	.	1451	50.95	62.68	52.07	67.51
peak30424	chr11	29647119	29649465	.	2347	199.81	206.66	215.44	198.24
peak30425	chr11	29692282	29695271	.	2990	562.48	465.83	539.1	475.78
peak30426	chr11	29704590	29706288	.	1699	71.93	95.71	107.21	77.15
peak30427	chr11	29718224	29721837	.	3614	295.72	310.84	308.35	302.19
peak30429	chr11	30024126	30026845	.	2720	414.61	428.57	408.41	340.76
peak30431	chr11	30126337	30127938	.	1602	78.93	75.38	57.18	72.87
peak30433	chr11	30164377	30165116	.	740	24.98	23.72	37.78	27.86
peak30434	chr11	30165426	30168922	.	3497	133.88	144.83	139.88	160.74
peak30435	chr11	30177094	30178050	.	957	21.98	33.03	33.69	26.79
peak30436	chr11	30181699	30183829	.	2131	372.65	407.39	421.68	384.7
peak30437	chr11	30186727	30188206	.	1480	360.66	374.36	334.9	334.33
peak30438	chr11	30189721	30192463	.	2743	594.45	603.89	642.23	625.81
peak30439	chr11	30194169	30198979	.	4811	1679.44	1679.54	1640.79	1640.6
peak30442	chr11	30265680	30269922	.	4243	789.27	752.11	714.72	735.11
peak30444	chr11	30591227	30593758	.	2532	79.93	87.24	85.77	92.16
peak30445	chr11	30629578	30631946	.	2369	137.87	129.59	128.65	126.45
peak30446	chr11	30648376	30650260	.	1885	466.57	448.05	475.8	444.71
peak30447	chr11	30753917	30756775	.	2859	157.85	125.35	152.13	167.17
peak30448	chr11	30763852	30765790	.	1939	72.93	79.62	58.2	84.66
peak30449	chr11	30770853	30774250	.	3398	926.14	848.66	824.99	841.19
peak30450	chr11	30785919	30787449	.	1531	121.89	87.24	115.38	116.8
peak30451	chr11	30883882	30886141	.	2260	56.95	50.82	58.2	63.22
peak30452	chr11	30952530	30955629	.	3100	623.42	586.1	624.87	540.08
peak30453	chr11	30972210	30973505	.	1296	55.95	65.22	53.09	57.87
peak30454	chr11	30985126	30987587	.	2462	522.51	509.88	450.27	483.28
peak30455	chr11	31168790	31170218	.	1429	20.98	24.56	23.48	39.65
peak30457	chr11	31670142	31673209	.	3068	374.65	342.18	385.95	331.12
peak30459	chr11	31732231	31733513	.	1283	37.96	36.42	28.59	45.01
peak30461	chr11	31807508	31808700	.	1193	56.95	55.9	68.41	57.87
peak30463	chr11	31831574	31833073	.	1500	16.98	19.48	16.34	25.72
peak30464	chr11	31869968	31872285	.	2318	608.43	644.54	620.78	611.87
peak30465	chr11	31872640	31875849	.	3210	560.48	543.75	568.71	593.66
peak30466	chr11	31891059	31893056	.	1998	87.92	75.38	79.64	106.09
peak30467	chr11	31899099	31901517	.	2419	62.94	77.92	78.62	64.3
peak30468	chr11	31948134	31950188	.	2055	268.75	280.35	283.85	256.11
peak30469	chr11	31967350	31969097	.	1748	45.96	57.59	41.86	60.01
peak30471	chr11	31999206	32003473	.	4268	327.69	364.2	297.12	324.69
peak30472	chr11	32011436	32015525	.	4090	169.84	155.84	175.62	162.88
peak30473	chr11	32019299	32022162	.	2864	61.94	71.15	74.54	65.37
peak30475	chr11	32039444	32040436	.	993	15.99	13.55	20.42	13.93
peak30476	chr11	32061005	32062741	.	1737	55.95	67.76	66.37	53.58
peak30477	chr11	32095462	32096670	.	1209	11.99	20.33	19.4	19.29
peak30479	chr11	32125322	32126945	.	1624	131.88	140.6	126.61	132.88
peak30481	chr11	32137978	32140112	.	2135	19.98	31.34	25.53	33.22
peak30482	chr11	32161719	32162985	.	1267	25.98	32.18	25.53	31.08
peak30483	chr11	32199998	32200946	.	949	20.98	15.25	15.32	23.57
peak30484	chr11	32204669	32206432	.	1764	448.58	479.39	451.29	409.35
peak30485	chr11	32220623	32223511	.	2889	431.6	431.11	454.36	431.85
peak30486	chr11	32226053	32227731	.	1679	215.8	223.6	181.74	213.25
peak30489	chr11	32266267	32268240	.	1974	409.62	359.96	363.49	377.2
peak30490	chr11	32285291	32288014	.	2724	74.93	90.63	79.64	85.73
peak30491	chr11	32323545	32325257	.	1713	48.95	44.89	49.01	71.8
peak30492	chr11	32346614	32349068	.	2455	134.87	158.38	156.22	180.03
peak30495	chr11	32454108	32457450	.	3343	497.54	487.85	482.95	486.5
peak30497	chr11	32488504	32490644	.	2141	70.93	103.33	84.75	70.72
peak30498	chr11	32531890	32533310	.	1421	446.58	423.49	435.98	446.85
peak30499	chr11	32533615	32536256	.	2642	759.29	816.48	797.42	706.17
peak30500	chr11	32537012	32537745	.	734	179.83	157.54	176.64	150.02
peak30501	chr11	32538687	32539285	.	599	134.87	149.07	146.01	161.81
peak30502	chr11	32540876	32543866	.	2991	757.29	757.19	740.24	696.53
peak30503	chr11	32551530	32555710	.	4181	654.39	674.19	677.96	592.59
peak30504	chr11	32558427	32559374	.	948	87.92	92.32	86.79	97.51
peak30505	chr11	32561152	32562421	.	1270	116.89	118.58	121.5	122.16
