peakN	Chr	Start	End	Strand	Length	Arm_P14_Day30_H3K27me3_Rep1_S7	Arm_P14_Day30_H3K27me3_Rep2_S8	Arm_P14_Day30_H3K27me3_Rep3_S3	Arm_P14_Day30_H3K27me3_Rep4_S4
peak12984	chr7	81538966	81573723	.	34758	1169.52	1176.75	1223.66	1168.3
peak12985	chr7	81599425	81687091	.	87667	1427.24	1413.65	1405.82	1426.67
peak12986	chr7	81695516	81760887	.	65372	3058.89	3071.01	2939.36	3076.7
peak12987	chr7	81768316	81769521	.	1206	36.44	40.78	43.56	40.14
peak12988	chr7	81828899	81860726	.	31828	1045.1	1068.98	992.99	1032.43
peak12989	chr7	81891236	81919650	.	28415	555.43	597.11	528.67	598.05
peak12990	chr7	81930216	81973293	.	43078	3240.18	3284.61	3181.91	3170.37
peak12991	chr7	81981032	82009291	.	28260	2097.32	2137.96	2136.46	2025.74
peak12992	chr7	82012878	82045353	.	32476	579.43	578.67	587.08	602.16
peak12993	chr7	82048889	82154731	.	105843	1282.39	1200.05	1266.23	1261.97
peak12994	chr7	82161330	82184194	.	22865	221.28	223.31	241.56	200.72
peak12995	chr7	82240877	82249047	.	8171	70.21	59.23	69.3	51.47
peak12996	chr7	82254084	82256885	.	2802	16.89	17.48	17.82	8.23
peak12997	chr7	82260427	82300516	.	40090	229.28	184.47	225.72	213.07
peak12998	chr7	82304283	82360977	.	56695	1065.54	1074.8	1063.28	1053.01
peak12999	chr7	82368752	82469988	.	101237	1112.65	1096.16	1109.81	1158.01
peak13000	chr7	82475099	82543007	.	67909	551.88	542.74	523.72	595.99
peak13001	chr7	82545575	82623369	.	77795	994.45	934.99	987.05	985.08
peak13002	chr7	82626234	82649394	.	23161	1520.56	1508.8	1462.26	1451.37
peak13003	chr7	82785707	82867433	.	81727	2770.06	2769.05	2717.6	2709.22
peak13004	chr7	82874780	82923490	.	48711	2421.69	2514.67	2403.76	2424.1
peak13005	chr7	82928868	82954505	.	25638	914.47	896.16	877.16	941.85
peak13006	chr7	82959717	82994701	.	34985	869.14	888.39	883.1	927.44
peak13007	chr7	82998345	83031396	.	33052	879.81	806.83	817.75	847.15
peak13008	chr7	83033950	83181667	.	147718	1813.82	1702.02	1759.26	1788.99
peak13009	chr7	83187641	83269830	.	82190	781.16	739.84	828.64	759.65
peak13010	chr7	83273915	83360681	.	86767	624.75	545.66	570.25	592.9
peak13011	chr7	83366176	83627936	.	261761	4993.57	5095.37	5113.44	5007.74
peak13012	chr7	83674467	83738024	.	63558	2392.36	2487.49	2413.66	2407.63
peak13013	chr7	83746509	83782772	.	36264	1124.2	1007.81	959.33	1070.51
peak13014	chr7	83789693	83872769	.	83077	1705.4	1727.26	1640.46	1680.91
peak13015	chr7	83884458	83892372	.	7915	119.09	126.22	126.72	115.29
peak13016	chr7	83903520	84038549	.	135030	1432.58	1379.67	1363.25	1357.7
peak13017	chr7	84041856	84066925	.	25070	301.27	273.8	311.86	321.15
peak13018	chr7	84068946	84103515	.	34570	1002.45	1025.29	998.93	1020.08
peak13019	chr7	84142846	84384691	.	241846	3793.84	3806.96	3636.33	3667.54
peak13020	chr7	84391716	84419230	.	27515	998.89	1020.43	959.33	997.43
peak13021	chr7	84427907	84467536	.	39630	816.71	896.16	888.05	796.71
peak13022	chr7	84478754	84502851	.	24098	130.64	148.55	134.64	123.52
peak13023	chr7	84505035	84514118	.	9084	53.32	67.96	61.38	72.05
peak13024	chr7	84515644	84570401	.	54758	631.86	632.07	662.32	650.54
peak13025	chr7	84571922	84591495	.	19574	157.3	167.97	150.48	149.25
peak13026	chr7	84598834	84605965	.	7132	46.21	51.46	52.47	70
peak13027	chr7	84689957	84711321	.	21365	1201.51	1244.71	1160.3	1156.98
peak13028	chr7	84719077	84733913	.	14837	441.68	513.61	473.23	467.32
peak13029	chr7	84742642	84805519	.	62878	1808.49	1832.12	1777.08	1812.67
peak13031	chr7	84834333	84840054	.	5722	39.1	41.75	39.6	42.2
peak13032	chr7	85017886	85022720	.	4835	42.66	35.92	19.8	28.82
peak13033	chr7	85178862	85184961	.	6100	51.54	45.63	56.43	44.26
peak13037	chr7	87615293	87621112	.	5820	50.66	56.31	60.39	42.2
peak13038	chr7	88031146	88072499	.	41354	185.74	200.98	170.28	192.49
peak13039	chr7	88075616	88203839	.	128224	7990.25	8245.99	8038.94	8181.2
peak13040	chr7	88219156	88248264	.	29109	2687.41	2812.74	2556.22	2655.7
peak13041	chr7	88249681	88277176	.	27496	2577.21	2601.08	2602.75	2624.82
peak13042	chr7	88320099	88375984	.	55886	2083.1	2153.49	2084.98	2134.85
peak13043	chr7	88378085	88402530	.	24446	287.94	278.65	277.2	291.3
peak13044	chr7	88420814	88455252	.	34439	434.57	453.42	430.66	418.94
peak13045	chr7	88459076	88566921	.	107846	720.73	754.4	761.32	744.21
peak13046	chr7	88583055	88588823	.	5769	11.55	4.85	8.91	7.21
peak13049	chr7	89064168	89091064	.	26897	81.76	101.95	109.89	91.61
peak13050	chr7	89095388	89133786	.	38399	481.67	485.46	487.09	468.35
peak13052	chr7	89211752	89217980	.	6229	67.54	59.23	41.58	46.32
peak13053	chr7	89233408	89242462	.	9055	69.32	74.76	52.47	52.5
peak13054	chr7	89258533	89265105	.	6573	62.21	63.11	56.43	53.53
peak13055	chr7	89291654	89296980	.	5327	49.77	52.43	43.56	49.41
peak13056	chr7	89340260	89374238	.	33979	2079.54	2262.24	2149.33	2146.17
peak13057	chr7	89390192	89416990	.	26799	2293.72	2319.52	2170.12	2325.28
peak13058	chr7	89423271	89492563	.	69293	890.47	896.16	860.32	792.59
peak13059	chr7	89496918	89506386	.	9469	104.87	115.54	96.03	95.73
peak13060	chr7	89511211	89534452	.	23242	303.04	302.93	299.98	270.72
peak13061	chr7	89537273	89563006	.	25734	90.65	84.47	72.27	67.94
peak13062	chr7	89574781	89582071	.	7291	23.99	14.56	19.8	20.59
peak13063	chr7	89598010	89606158	.	8149	16.89	18.45	7.92	13.38
peak13064	chr7	89610865	89615298	.	4434	15.11	7.77	10.89	5.15
peak13065	chr7	89624829	89638677	.	13849	62.21	47.57	47.52	57.64
peak13066	chr7	89646030	89650156	.	4127	8.89	13.59	7.92	10.29
peak13067	chr7	89655466	89684179	.	28714	95.09	102.92	100.98	97.79
peak13068	chr7	89687044	89695447	.	8404	43.55	37.87	40.59	35
peak13069	chr7	89697213	89701352	.	4140	14.22	12.62	18.81	19.56
peak13070	chr7	89715920	89753087	.	37168	199.96	244.67	222.75	206.9
peak13071	chr7	89762764	89818035	.	55272	411.47	408.76	386.11	396.3
peak13072	chr7	89827045	89913670	.	86626	2163.08	2136.99	2056.27	2017.51
peak13073	chr7	89940922	89950972	.	10051	200.84	202.92	190.08	214.1
peak13074	chr7	89980780	90000791	.	20012	275.5	279.62	255.42	250.13
peak13075	chr7	90007098	90016941	.	9844	61.32	51.46	64.35	68.97
peak13076	chr7	90027600	90033346	.	5747	63.99	57.28	68.31	66.91
peak13077	chr7	90036176	90046020	.	9845	77.32	81.56	75.24	76.17
peak13078	chr7	90051137	90056149	.	5013	47.99	57.28	62.37	66.91
peak13079	chr7	90075421	90126863	.	51443	1682.3	1600.07	1664.22	1679.88
peak13080	chr7	90215085	90247879	.	32795	1787.16	1784.54	1786.98	1872.37
peak13081	chr7	90253240	90309994	.	56755	4032.89	4098.24	4273.9	4036.04
peak13082	chr7	90314287	90345302	.	31016	680.74	600.03	694.99	639.22
peak13083	chr7	90347504	90372196	.	24693	142.19	132.04	160.38	159.55
peak13084	chr7	90372650	90441156	.	68507	3192.19	3315.68	3242.31	3209.48
peak13086	chr7	90455075	90465425	.	10351	224.84	227.19	231.66	195.57
peak13087	chr7	90475119	90527750	.	52632	4643.43	4903.13	4726.34	4770.99
peak13088	chr7	90532419	90617120	.	84702	1222.84	1134.03	1193.96	1211.53
peak13089	chr7	90626363	90643135	.	16773	79.98	79.62	65.34	75.14
peak13090	chr7	90657332	90661694	.	4363	16	14.56	15.84	22.65
peak13093	chr7	92088136	92111464	.	23329	106.64	105.83	112.86	76.17
peak13094	chr7	92128774	92133800	.	5027	10.66	6.8	13.86	6.18
peak13095	chr7	92149938	92160597	.	10660	43.55	37.87	65.34	41.17
peak13096	chr7	92172585	92191117	.	18533	145.75	139.81	146.52	131.76
peak13097	chr7	92325703	92331131	.	5429	9.78	11.65	12.87	8.23
peak13098	chr7	92343189	92349113	.	5925	9.78	10.68	10.89	8.23
peak13099	chr7	92359075	92395211	.	36137	71.1	71.85	67.32	58.67
peak13100	chr7	92396217	92460216	.	64000	469.23	425.26	464.32	393.21
peak13101	chr7	92472175	92571457	.	99283	1806.72	1886.49	1842.42	1855.9
peak13102	chr7	92577899	92598400	.	20502	380.36	395.16	362.35	345.86
peak13103	chr7	92605944	92637188	.	31245	2268.84	2327.29	2245.36	2254.25
peak13104	chr7	92672362	92733352	.	60991	5381.93	5476.94	5355	5343.3
peak13105	chr7	92739132	92764922	.	25791	2336.38	2505.94	2355.25	2424.1
peak13106	chr7	92766741	92781729	.	14989	258.61	229.14	273.24	235.72
peak13107	chr7	92795793	92854820	.	59028	1077.1	1094.22	1064.27	1113.75
peak13108	chr7	92874822	92879895	.	5074	23.99	23.3	24.75	31.91
peak13111	chr7	92933739	92989563	.	55825	493.23	445.65	426.7	480.7
peak13112	chr7	93073889	93084910	.	11022	48.88	29.13	24.75	50.44
peak13113	chr7	94789964	94795296	.	5333	26.66	40.78	31.68	54.56
peak13115	chr7	96169428	96176381	.	6954	0.89	0.97	0.99	6.18
peak13116	chr7	96202015	96218781	.	16767	214.18	203.89	197.01	217.19
peak13117	chr7	96409120	96419760	.	10641	6.22	3.88	5.94	1.03
peak13119	chr7	96428277	96432797	.	4521	1.78	3.88	3.96	4.12
peak13120	chr7	96489726	96501232	.	11507	12.44	14.56	18.81	17.5
peak13121	chr7	96503233	96510246	.	7014	6.22	7.77	4.95	4.12
peak13122	chr7	96513528	96548700	.	35173	64.87	40.78	59.4	63.82
peak13123	chr7	96560188	96573457	.	13270	21.33	25.24	33.66	36.03
peak13124	chr7	96576623	96586927	.	10305	22.22	19.42	20.79	24.7
peak13125	chr7	96590065	96592438	.	2374	4.44	5.83	7.92	9.26
peak13126	chr7	96595229	96622345	.	27117	105.75	96.12	75.24	104.99
peak13127	chr7	96637731	96650830	.	13100	127.97	101.95	98.01	109.11
peak13128	chr7	96656109	96659339	.	3231	19.55	17.48	23.76	19.56
peak13129	chr7	96662435	96676834	.	14400	59.54	51.46	57.42	48.38
peak13130	chr7	96679884	96692738	.	12855	23.99	35.92	20.79	22.65
peak13131	chr7	96701386	96706624	.	5239	10.66	6.8	14.85	12.35
peak13132	chr7	96711997	96724635	.	12639	37.33	40.78	31.68	27.79
peak13133	chr7	96737882	96753452	.	15571	76.43	45.63	74.25	85.44
peak13134	chr7	96781917	96823793	.	41877	231.06	218.46	252.45	220.28
peak13135	chr7	96829936	96834674	.	4739	39.1	39.81	47.52	39.11
peak13136	chr7	96843297	96851238	.	7942	63.1	62.14	74.25	55.58
peak13138	chr7	96859670	96867464	.	7795	79.09	70.88	96.03	76.17
peak13139	chr7	96874779	96885031	.	10253	99.53	107.77	104.94	116.32
peak13140	chr7	96887257	96900380	.	13124	78.21	94.18	91.08	103.96
peak13141	chr7	96909111	96946853	.	37743	1144.64	1096.16	1022.69	1119.92
peak13142	chr7	97076728	97116147	.	39420	2171.08	2320.49	2189.92	2184.26
peak13143	chr7	97117755	97121402	.	3648	43.55	36.89	36.63	35
peak13144	chr7	97122434	97140468	.	18035	367.92	377.69	368.29	366.45
peak13145	chr7	97141952	97232523	.	90572	1303.71	1299.09	1276.13	1312.41
peak13146	chr7	97233986	97272857	.	38872	746.5	807.8	755.38	762.74
peak13147	chr7	97279161	97309710	.	30550	766.05	809.74	722.71	741.12
peak13148	chr7	97315537	97346968	.	31432	588.32	650.51	655.39	686.57
peak13149	chr7	97353748	97371882	.	18135	751.84	737.9	771.22	675.25
peak13150	chr7	97418796	97441770	.	22975	353.7	349.53	386.11	357.18
peak13151	chr7	97443116	97481366	.	38251	871.81	817.51	810.82	817.3
peak13152	chr7	97724178	97765541	.	41364	1509.89	1658.33	1537.5	1488.43
peak13153	chr7	97773508	97795587	.	22080	2451.02	2502.05	2553.25	2434.39
peak13154	chr7	97797224	97800902	.	3679	320.82	326.23	325.72	308.8
peak13155	chr7	97803914	97813801	.	9888	606.09	691.29	681.13	655.69
peak13156	chr7	97814080	98006021	.	191942	5909.82	5917.74	5665.87	5867.24
peak13157	chr7	98013250	98051236	.	37987	667.41	679.64	700.93	730.83
peak13160	chr7	98083867	98095430	.	11564	133.3	121.36	146.52	136.9
peak13161	chr7	98098975	98102063	.	3089	39.99	33.98	30.69	39.11
peak13162	chr7	98107691	98127857	.	20167	333.26	324.29	354.43	359.24
peak13163	chr7	98133472	98143147	.	9676	68.43	62.14	58.41	67.94
peak13164	chr7	98152465	98162232	.	9768	106.64	103.89	108.9	95.73
peak13165	chr7	98165170	98170213	.	5044	93.31	100	98.01	70
peak13166	chr7	98175506	98206323	.	30818	1508.11	1668.03	1556.31	1581.07
peak13167	chr7	98271643	98275481	.	3839	44.43	46.6	50.49	43.23
peak13168	chr7	98277086	98300119	.	23034	299.49	338.85	278.19	286.16
peak13169	chr7	98303487	98465503	.	162017	4869.16	4979.83	5011.47	4936.72
peak13170	chr7	98472425	98500951	.	28527	1068.21	1189.37	1072.19	1096.25
peak13171	chr7	98504232	98508986	.	4755	113.75	96.12	97.02	94.7
peak13172	chr7	98515182	98552811	.	37630	1075.32	1030.14	1013.78	1039.63
peak13173	chr7	98557031	98578641	.	21611	369.7	341.76	370.27	367.47
peak13174	chr7	98662975	98689410	.	26436	1136.64	1149.57	1109.81	1119.92
peak13175	chr7	98720589	98807884	.	87296	2313.27	2213.69	2251.3	2295.43
peak13176	chr7	98824069	98845430	.	21362	1676.97	1717.55	1790.94	1810.61
peak13177	chr7	98860915	98882124	.	21210	316.38	296.13	327.7	275.86
peak13178	chr7	98998163	99027573	.	29411	44.43	47.57	48.51	49.41
peak13179	chr7	99138675	99163165	.	24491	615.87	601	637.57	573.34
peak13180	chr7	99163738	99168720	.	4983	132.42	152.43	149.49	119.4
peak13181	chr7	99175102	99225501	.	50400	2377.26	2269.03	2347.33	2354.1
peak13182	chr7	99235185	99292684	.	57500	4463.02	4342.91	4363.99	4505.42
peak13183	chr7	99302528	99386823	.	84296	2897.14	2884.59	2854.22	2957.29
peak13184	chr7	99398150	99407273	.	9124	33.77	35.92	43.56	46.32
peak13185	chr7	99413268	99419655	.	6388	23.11	25.24	34.65	21.62
peak13186	chr7	99464547	99467607	.	3061	42.66	46.6	46.53	57.64
peak13187	chr7	99483330	99542224	.	58895	2785.17	2732.16	2793.83	2770.98
peak13188	chr7	99552805	99582243	.	29439	538.55	448.56	482.14	460.12
peak13189	chr7	99603542	99812564	.	209023	4358.16	4350.68	4366.97	4409.69
peak13190	chr7	99824703	99835538	.	10836	120.86	106.8	107.91	117.34
peak13191	chr7	99856456	99922424	.	65969	2287.5	2369.04	2296.84	2299.55
peak13192	chr7	99983383	100074737	.	91355	3061.55	3067.12	3197.75	3237.27
peak13193	chr7	100124871	100227396	.	102526	8317.29	8659.6	8411.18	8534.26
peak13194	chr7	100279888	100322367	.	42480	2178.19	2188.45	2229.52	2308.81
peak13195	chr7	100472519	100479996	.	7478	93.31	63.11	86.13	79.26
peak13196	chr7	100505150	100537315	.	32166	981.12	956.35	1019.72	987.14
peak13197	chr7	100541189	100546029	.	4841	80.87	76.7	90.09	96.76
peak13198	chr7	100582757	100613272	.	30516	1379.25	1518.51	1452.35	1387.55
peak13199	chr7	100653614	100760035	.	106422	2664.31	2741.87	2771.06	2670.11
peak13200	chr7	100762897	100772416	.	9520	149.3	171.85	142.56	149.25
peak13201	chr7	100773016	100809412	.	36397	553.66	604.88	592.03	581.58
peak13202	chr7	100813691	100822799	.	9109	119.97	115.54	122.76	107.05
peak13203	chr7	100866578	100917041	.	50464	1059.32	1095.19	1084.07	1120.95
peak13204	chr7	100921014	100997309	.	76296	3074.88	3114.7	3255.18	3133.31
peak13205	chr7	101004927	101060836	.	55910	2133.75	2195.24	2155.27	2121.47
peak13206	chr7	101079731	101107375	.	27645	232.84	217.49	229.68	219.25
peak13207	chr7	101301878	101310923	.	9046	55.1	53.4	64.35	53.53
peak13208	chr7	101314830	101335945	.	21116	100.42	111.66	112.86	113.23
peak13209	chr7	101414552	101459419	.	44868	2036	2008.83	1966.17	1980.45
peak13210	chr7	101471386	101507217	.	35832	544.77	516.53	536.59	486.88
peak13211	chr7	101512244	101547201	.	34958	1564.1	1565.12	1600.86	1634.59
peak13212	chr7	101553176	101583750	.	30575	757.17	840.81	882.11	805.97
peak13213	chr7	101587149	101616002	.	28854	887.81	906.84	937.55	910.97
peak13214	chr7	101620273	101631402	.	11130	204.4	207.78	215.82	207.93
peak13215	chr7	101639086	101666478	.	27393	757.17	756.34	799.93	692.75
peak13216	chr7	101793937	101828235	.	34299	1913.36	2005.91	2098.84	2032.95
peak13217	chr7	101833605	101865443	.	31839	1667.19	1717.55	1731.54	1765.32
peak13218	chr7	101869059	101899208	.	30150	1816.49	1801.05	1756.29	1818.84
peak13219	chr7	101922143	101925431	.	3289	39.1	41.75	42.57	44.26
peak13220	chr7	102091150	102116805	.	25656	628.31	640.8	601.93	612.46
peak13221	chr7	102478439	102525258	.	46820	1366.81	1292.29	1296.92	1307.26
peak13222	chr7	102533124	102557146	.	24023	1025.55	1047.62	1010.81	1074.63
peak13223	chr7	102565229	102623038	.	57810	2826.05	2870.03	2620.58	2839.95
peak13224	chr7	102626034	102674848	.	48815	2204.85	2216.6	2211.7	2200.73
peak13225	chr7	102687045	102733376	.	46332	2237.73	2244.76	2137.45	2278.96
peak13226	chr7	102736132	102777956	.	41825	774.05	718.48	688.06	724.66
peak13227	chr7	102781192	102782964	.	1773	12.44	12.62	8.91	6.18
peak13228	chr7	102787787	102794038	.	6252	23.11	29.13	29.7	20.59
peak13229	chr7	102801854	102827903	.	26050	97.76	60.2	79.2	91.61
peak13230	chr7	102845612	102950437	.	104826	276.38	242.73	283.14	284.1
peak13231	chr7	102963273	102968626	.	5354	7.11	1.94	4.95	7.21
peak13232	chr7	103261395	103267077	.	5683	36.44	33.01	36.63	41.17
peak13234	chr7	103576964	103580346	.	3383	34.66	34.95	38.61	30.88
peak13235	chr7	103692383	103697485	.	5103	6.22	0.97	4.95	10.29
peak13236	chr7	103701264	103710030	.	8767	16	10.68	14.85	18.53
peak13237	chr7	103711608	103803266	.	91659	342.15	321.37	365.32	321.15
peak13238	chr7	103806795	103814706	.	7912	30.22	29.13	26.73	26.76
peak13239	chr7	103818660	103869197	.	50538	195.51	165.06	200.97	205.87
peak13240	chr7	103877917	103893572	.	15656	53.32	73.79	57.42	53.53
peak13241	chr7	103900581	103920245	.	19665	93.31	74.76	70.29	72.05
peak13242	chr7	103930901	103936314	.	5414	21.33	25.24	21.78	12.35
peak13243	chr7	103945247	103954031	.	8785	62.21	45.63	43.56	52.5
peak13244	chr7	103969342	103976044	.	6703	6.22	18.45	14.85	11.32
peak13245	chr7	104014221	104017305	.	3085	11.55	17.48	8.91	15.44
peak13246	chr7	104019748	104024213	.	4466	11.55	10.68	6.93	8.23
peak13247	chr7	104036202	104039162	.	2961	12.44	19.42	16.83	14.41
peak13249	chr7	104063250	104077206	.	13957	135.08	115.54	113.85	102.93
peak13250	chr7	104133189	104140946	.	7758	79.98	75.73	79.2	73.08
peak13251	chr7	104145015	104242645	.	97631	2946.91	3067.12	2888.87	2944.94
peak13252	chr7	104318282	104336205	.	17924	256.83	263.12	267.3	279.98
peak13253	chr7	104356973	104403656	.	46684	2499.01	2568.07	2571.07	2386.01
peak13254	chr7	104466899	104476801	.	9903	145.75	157.29	154.44	139.99
peak13255	chr7	104479191	104484703	.	5513	50.66	51.46	44.55	40.14
peak13256	chr7	104489076	104505126	.	16051	133.3	172.82	156.42	152.34
peak13257	chr7	104509246	104630748	.	121503	3560.11	3553.55	3450.21	3583.13
peak13258	chr7	104634325	104658756	.	24432	191.07	170.88	174.24	186.31
peak13259	chr7	104662013	104678293	.	16281	76.43	62.14	43.56	46.32
peak13260	chr7	104713961	104722951	.	8991	48.88	65.05	68.31	66.91
peak13261	chr7	104785629	104787603	.	1975	8	19.42	17.82	11.32
peak13263	chr7	105237290	105260831	.	23542	234.62	275.74	239.58	250.13
peak13264	chr7	105263762	105345076	.	81315	2163.97	2323.4	1997.85	2196.61
peak13265	chr7	105354338	105376189	.	21852	792.72	786.44	785.08	777.15
peak13266	chr7	105397646	105433235	.	35590	2266.17	2411.76	2370.1	2310.87
peak13267	chr7	105446160	105552508	.	106349	3502.34	3503.07	3523.47	3452.41
peak13268	chr7	105561068	105609569	.	48502	2914.92	2788.47	2818.58	3010.82
peak13269	chr7	105623091	105640560	.	17470	639.86	617.5	619.75	607.31
peak13270	chr7	105648465	105722199	.	73735	2318.6	2316.61	2351.29	2308.81
peak13271	chr7	105755197	105771369	.	16173	927.8	974.8	928.64	974.79
peak13272	chr7	105780306	105805247	.	24942	3250.84	3347.72	3439.32	3298.01
peak13273	chr7	105813951	105861240	.	47290	3365.48	3555.5	3423.48	3394.76
peak13274	chr7	105865064	105902167	.	37104	924.24	923.34	968.24	971.7
peak13275	chr7	105939971	105944213	.	4243	34.66	46.6	36.63	41.17
peak13276	chr7	105952586	105963394	.	10809	78.21	84.47	84.15	75.14
peak13277	chr7	105965233	105972758	.	7526	79.09	91.27	77.22	88.52
peak13278	chr7	106033959	106038855	.	4897	71.1	47.57	54.45	51.47
peak13279	chr7	106046170	106049892	.	3723	43.55	33.98	35.64	43.23
peak13280	chr7	106054891	106082252	.	27362	1906.25	1957.37	1880.04	1866.19
peak13281	chr7	106082827	106163468	.	80642	3563.66	3649.67	3556.14	3565.63
peak13282	chr7	106202384	106206318	.	3935	33.77	29.13	43.56	47.35
peak13283	chr7	106215451	106266885	.	51435	502.11	532.06	591.04	512.61
peak13284	chr7	106270516	106283609	.	13094	135.08	156.32	122.76	130.73
peak13285	chr7	106284956	106290091	.	5136	63.1	50.49	54.45	52.5
peak13286	chr7	106296968	106369394	.	72427	3361.93	3396.27	3470.01	3300.06
peak13287	chr7	106377242	106405347	.	28106	614.98	659.25	611.83	720.54
peak13288	chr7	106448496	106469072	.	20577	392.8	389.34	353.44	381.89
peak13289	chr7	106469938	106480021	.	10084	178.63	167	156.42	157.49
peak13292	chr7	106542720	106547557	.	4838	41.77	42.72	56.43	47.35
peak13293	chr7	106648997	106661227	.	12231	175.07	207.78	158.4	171.9
peak13294	chr7	106664887	106705448	.	40562	2381.7	2441.85	2378.02	2423.07
peak13295	chr7	106706958	106983567	.	276610	9977.37	10053.84	9892.25	9754.03
peak13296	chr7	106985774	106989947	.	4174	24.88	26.21	14.85	25.73
peak13297	chr7	106993124	107015164	.	22041	119.09	128.16	127.71	115.29
peak13298	chr7	107018980	107075074	.	56095	476.34	452.45	468.28	462.17
peak13301	chr7	107206634	107216165	.	9532	6.22	4.85	20.79	16.47
peak13302	chr7	107364484	107376066	.	11583	58.65	69.91	71.28	57.64
peak13303	chr7	107537593	107547778	.	10186	6.22	17.48	17.82	22.65
peak13304	chr7	107555795	107572406	.	16612	86.2	68.94	83.16	75.14
peak13305	chr7	107578637	107605597	.	26961	469.23	463.13	433.63	404.53
peak13306	chr7	107606344	107625421	.	19078	162.63	124.28	115.83	126.61
peak13307	chr7	107634526	107683055	.	48530	3365.48	3249.66	3274.98	3304.18
peak13308	chr7	107689834	107704411	.	14578	1519.67	1476.76	1443.44	1414.31
peak13309	chr7	107708978	107802120	.	93143	2124.87	2241.85	2129.53	2147.2
peak13312	chr7	108546683	108553034	.	6352	33.77	29.13	39.6	35
peak13313	chr7	108877363	108934532	.	57170	877.14	910.72	841.51	829.65
peak13314	chr7	108947154	108964903	.	17750	736.73	753.43	725.68	720.54
peak13315	chr7	108970207	108987218	.	17012	256.83	246.61	256.41	243.95
peak13316	chr7	109000086	109023559	.	23474	342.15	352.44	353.44	402.47
peak13317	chr7	109033293	109075981	.	42689	367.03	379.63	381.16	380.86
peak13318	chr7	109078035	109094408	.	16374	139.52	152.43	153.45	138.96
peak13319	chr7	109095313	109129861	.	34549	150.19	147.58	162.36	169.84
peak13321	chr7	109164091	109196077	.	31987	435.46	419.44	494.02	435.41
peak13322	chr7	109208295	109219891	.	11597	107.53	105.83	116.82	128.67
peak13323	chr7	109222625	109228784	.	6160	33.77	28.16	26.73	28.82
peak13325	chr7	109241688	109248493	.	6806	35.55	49.52	39.6	28.82
peak13326	chr7	109254296	109344523	.	90228	1006	1006.84	1016.75	978.9
peak13327	chr7	109345350	109369749	.	24400	250.61	222.34	253.44	219.25
peak13328	chr7	109373148	109416782	.	43635	630.97	606.82	634.6	572.31
peak13329	chr7	109417147	109445995	.	28849	1165.08	1188.4	1225.64	1107.57
peak13330	chr7	109462186	109475161	.	12976	144.86	153.4	158.4	156.46
peak13331	chr7	109477669	109519313	.	41645	834.48	779.65	781.12	832.74
peak13332	chr7	109529960	109707380	.	177421	5108.21	5338.1	5069.88	5214.64
peak13333	chr7	109714575	109719505	.	4931	36.44	35.92	33.66	29.85
peak13334	chr7	109721757	109733643	.	11887	164.41	161.17	173.25	148.22
peak13335	chr7	109755970	109824253	.	68284	4145.76	4369.12	4174.9	4170.89
peak13336	chr7	109826370	109890628	.	64259	2216.4	2195.24	2229.52	2163.67
peak13337	chr7	109904416	109919160	.	14745	13.33	12.62	21.78	17.5
peak13338	chr7	109934938	109969737	.	34800	1025.55	1123.35	1065.26	1129.19
peak13339	chr7	109973715	109974799	.	1085	57.77	58.25	56.43	50.44
peak13340	chr7	109985955	110015872	.	29918	1978.23	2060.28	2000.82	2000.01
peak13341	chr7	110100284	110105726	.	5443	59.54	60.2	70.29	58.67
peak13342	chr7	110105989	110131272	.	25284	170.63	180.59	180.18	214.1
peak13343	chr7	110149590	110200651	.	51062	853.15	882.56	924.68	908.91
peak13344	chr7	110208377	110242130	.	33754	830.04	801.98	758.35	825.53
peak13345	chr7	110261695	110271761	.	10067	42.66	40.78	37.62	73.08
peak13346	chr7	110285403	110293628	.	8226	59.54	66.02	77.22	58.67
peak13347	chr7	110298645	110639438	.	340794	11160.22	11371.37	10890.19	10832.78
peak13348	chr7	110650010	110706760	.	56751	992.67	943.73	983.09	915.08
peak13349	chr7	110709129	110751636	.	42508	1041.55	966.06	977.15	1019.05
peak13350	chr7	110751873	110778468	.	26596	1020.22	1011.69	1037.54	975.81
peak13351	chr7	110782540	110804371	.	21832	1457.46	1472.88	1490.97	1483.28
peak13352	chr7	110817390	110829970	.	12581	342.15	362.15	352.45	368.5
peak13353	chr7	110844089	110868002	.	23914	1704.52	1731.14	1724.61	1731.35
peak13354	chr7	110871704	110951491	.	79788	3766.29	3739	3708.6	3773.56
peak13355	chr7	110966350	110976259	.	9910	233.73	194.18	235.62	213.07
peak13356	chr7	110982057	111029484	.	47428	2498.12	2482.63	2541.37	2521.88
peak13357	chr7	111082743	111116843	.	34101	646.97	657.31	663.31	718.48
peak13358	chr7	111124345	111161711	.	37367	998.89	956.35	1067.24	1103.45
peak13359	chr7	111174321	111228065	.	53745	803.38	811.69	835.57	850.23
peak13360	chr7	111231159	111283742	.	52584	718.06	733.04	722.71	713.33
peak13361	chr7	111287785	111338612	.	50828	367.03	372.83	312.85	365.42
peak13362	chr7	111344124	111351316	.	7193	41.77	29.13	37.62	29.85
peak13363	chr7	111360187	111364113	.	3927	18.66	15.53	13.86	11.32
peak13364	chr7	111374578	111378795	.	4218	7.11	12.62	16.83	6.18
peak13366	chr7	111412142	111418150	.	6009	15.11	10.68	16.83	9.26
